Simulation,Hill Climb,DQN Normal,Double DQN,Random Selection,No Selection
49,57.76,57.4,54.879999999999995,52.559999999999995,34.96
50,57.440000000000005,54.24,59.28,48.16,41.56
51,57.56,52.28,59.84,52.64,42.36
52,52.04,55.16,54.72,50.239999999999995,37.72
53,55.64,55.67999999999999,59.88,49.559999999999995,41.52
54,59.199999999999996,56.92,59.31999999999999,52.800000000000004,40.96
55,57.36,57.52,57.56,48.04,44.28
56,58.08,53.68000000000001,55.48,50.92,35.839999999999996
57,59.84,57.76,58.120000000000005,54.120000000000005,39.44
58,60.4,56.16,55.879999999999995,48.08,36.8
59,57.28,57.64,56.279999999999994,58.24,40.88
60,53.400000000000006,59.160000000000004,54.32,52.239999999999995,40.239999999999995
61,57.56,57.52,56.16,53.16,34.08
62,52.239999999999995,53.0,57.32000000000001,49.08,36.559999999999995
63,55.120000000000005,56.08,55.60000000000001,55.48,40.32
64,56.96,61.28,53.64,52.28,44.36
65,58.720000000000006,55.36,59.84,54.16,38.72
66,53.28000000000001,58.599999999999994,57.84,51.28,40.760000000000005
67,52.88,56.52,59.36,53.0,38.76
68,56.84,57.879999999999995,60.31999999999999,53.68000000000001,45.56
69,56.44,55.92,54.72,53.800000000000004,41.120000000000005
70,53.04,55.76,54.72,51.4,34.92
71,55.559999999999995,54.24,58.160000000000004,53.6,39.56
72,55.44,57.16,54.76,52.800000000000004,43.2
73,55.400000000000006,53.52,59.040000000000006,52.800000000000004,40.48
74,60.6,55.400000000000006,53.879999999999995,53.12,36.8
75,55.120000000000005,56.879999999999995,55.67999999999999,51.32,39.800000000000004
76,55.2,56.24,58.199999999999996,52.839999999999996,41.8
77,55.44,53.6,58.36,53.64,42.76
78,58.720000000000006,54.800000000000004,57.36,54.16,41.6
79,54.120000000000005,58.440000000000005,57.64,51.959999999999994,44.76
80,58.28,55.400000000000006,52.839999999999996,51.2,42.24
81,54.400000000000006,53.0,56.32,51.68000000000001,42.64
82,54.64,56.96,57.16,54.67999999999999,43.36
83,58.56,57.92,61.24000000000001,53.04,35.24
84,54.32,57.440000000000005,57.56,54.120000000000005,41.44
85,58.36,58.56,57.56,54.44,42.24
86,61.36000000000001,54.76,59.64,52.72,39.92
87,50.8,62.519999999999996,53.2,50.6,37.08
88,56.56,60.28,55.84,56.120000000000005,39.879999999999995
89,58.8,59.440000000000005,59.160000000000004,50.239999999999995,46.6
90,58.76,53.239999999999995,57.24,50.239999999999995,43.6
91,55.04,56.76,56.39999999999999,53.44,38.64
92,50.160000000000004,54.96,57.120000000000005,51.480000000000004,42.68
93,56.720000000000006,60.56,55.120000000000005,51.2,41.4
94,56.120000000000005,59.36,58.24,51.35999999999999,42.08
95,57.48,58.199999999999996,53.559999999999995,48.52,48.120000000000005
96,54.96,53.239999999999995,56.32,48.16,44.32
97,51.32,55.67999999999999,60.040000000000006,52.2,43.2
98,56.99999999999999,57.4,59.0,52.239999999999995,44.800000000000004
99,50.72,58.68,56.68,51.800000000000004,46.839999999999996
100,58.36,56.84,55.800000000000004,54.800000000000004,41.52
