Simulation,Hill Climb,DQN Normal,Double DQN,Random Selection,No Selection
1,58.720000000000006,57.76,59.08,58.160000000000004,38.279999999999994
2,56.99999999999999,53.879999999999995,59.28,55.120000000000005,41.760000000000005
3,55.44,51.959999999999994,55.559999999999995,49.44,40.12
4,53.800000000000004,58.720000000000006,54.559999999999995,47.760000000000005,41.56
5,55.32,55.64,56.24,52.480000000000004,38.56
6,52.959999999999994,55.04,57.28,49.88,46.28
7,56.39999999999999,56.44,52.52,49.76,40.28
8,55.84,57.64,49.96,55.400000000000006,41.52
9,57.64,57.16,60.040000000000006,48.480000000000004,44.32
10,59.160000000000004,60.440000000000005,55.00000000000001,49.68,43.76
11,56.599999999999994,55.279999999999994,57.120000000000005,51.959999999999994,44.92
12,57.76,57.96,51.839999999999996,52.52,34.12
13,51.800000000000004,56.00000000000001,58.36,56.99999999999999,42.24
14,55.879999999999995,55.84,55.00000000000001,46.56,40.2
15,55.44,57.76,52.12,56.120000000000005,41.0
16,53.72,55.60000000000001,54.48,46.28,41.8
17,57.76,55.67999999999999,58.64,52.2,41.04
18,57.36,56.52,53.76,51.68000000000001,40.160000000000004
19,59.48,55.879999999999995,55.800000000000004,49.6,49.28
20,50.63999999999999,59.36,58.32000000000001,52.35999999999999,42.04
21,59.8,54.559999999999995,57.48,55.559999999999995,37.96
22,55.67999999999999,59.040000000000006,54.400000000000006,47.52,44.2
23,52.480000000000004,58.879999999999995,56.279999999999994,48.32,37.08
24,55.24,56.32,60.040000000000006,50.6,36.24
25,57.4,52.72,54.96,51.480000000000004,32.76
26,60.84,54.279999999999994,56.96,49.6,31.480000000000004
27,58.440000000000005,61.760000000000005,51.239999999999995,54.2,41.08
28,56.39999999999999,53.36,55.879999999999995,54.120000000000005,33.56
29,56.56,56.64,54.44,52.32,38.36
30,56.00000000000001,56.99999999999999,59.08,52.44,37.96
31,52.88,58.8,58.84,55.48,40.96
32,58.8,52.6,57.04,51.32,41.6
33,59.24,56.76,59.64,53.52,38.04
34,58.160000000000004,56.08,57.24,49.559999999999995,36.559999999999995
35,58.52,59.24,54.36,49.32,46.2
36,54.2,61.160000000000004,57.36,49.24,35.8
37,60.24,54.6,52.68000000000001,52.52,41.04
38,57.04,58.919999999999995,55.879999999999995,49.6,33.92
39,58.040000000000006,59.64,55.52,48.76,39.0
40,61.160000000000004,60.8,59.4,51.239999999999995,45.64
41,57.599999999999994,54.04,58.48,53.0,33.08
42,56.56,57.96,57.199999999999996,53.959999999999994,34.64
43,56.39999999999999,62.239999999999995,57.599999999999994,50.88,35.72
44,55.48,59.12,51.480000000000004,50.68,38.24
45,52.959999999999994,60.160000000000004,53.68000000000001,51.04,36.64
46,50.239999999999995,52.839999999999996,55.559999999999995,54.08,45.839999999999996
47,56.8,53.92,57.120000000000005,49.2,35.120000000000005
48,49.559999999999995,54.08,59.0,54.04,35.44
