Simulation,Hill Climb,DQN Normal,Double DQN,Random Selection,No Selection
68,66.8,57.99999999999999,59.73333333333334,57.733333333333334,20.8
69,67.46666666666667,63.733333333333334,62.26666666666667,58.13333333333334,27.200000000000003
70,67.60000000000001,63.06666666666667,64.0,55.333333333333336,25.466666666666665
71,72.0,65.60000000000001,69.46666666666667,54.800000000000004,29.2
72,63.46666666666667,69.73333333333333,69.86666666666666,53.733333333333334,30.533333333333335
73,62.4,64.0,64.13333333333333,53.86666666666666,33.2
74,69.19999999999999,64.26666666666667,65.06666666666666,52.93333333333333,30.533333333333335
75,63.733333333333334,71.46666666666667,58.13333333333334,56.39999999999999,36.53333333333333
76,60.53333333333333,62.8,61.6,54.0,26.666666666666668
77,65.60000000000001,62.133333333333326,65.73333333333333,53.733333333333334,32.666666666666664
78,64.4,65.06666666666666,61.46666666666667,56.266666666666666,29.46666666666667
79,60.93333333333333,61.199999999999996,63.46666666666667,59.06666666666667,36.53333333333333
80,68.26666666666667,61.6,68.93333333333334,57.733333333333334,24.666666666666668
81,65.06666666666666,64.8,62.53333333333333,58.53333333333334,35.333333333333336
82,61.46666666666667,60.93333333333333,67.06666666666666,59.46666666666667,33.2
83,63.33333333333333,66.4,60.13333333333334,55.46666666666666,29.46666666666667
84,64.0,65.86666666666666,62.0,51.2,36.13333333333333
85,64.53333333333333,69.33333333333334,64.26666666666667,58.13333333333334,27.46666666666667
86,66.13333333333333,61.199999999999996,66.13333333333333,57.46666666666667,28.666666666666668
87,62.93333333333333,67.86666666666666,62.0,47.599999999999994,33.46666666666667
88,59.73333333333334,63.46666666666667,59.333333333333336,56.666666666666664,28.4
89,62.53333333333333,58.4,65.60000000000001,56.53333333333334,33.86666666666667
90,66.26666666666667,65.33333333333333,58.13333333333334,51.6,32.666666666666664
91,60.93333333333333,64.93333333333334,63.733333333333334,54.266666666666666,31.2
92,63.2,62.0,62.8,62.66666666666667,36.13333333333333
93,58.13333333333334,69.86666666666666,63.33333333333333,54.266666666666666,33.2
94,66.26666666666667,61.33333333333333,62.133333333333326,50.13333333333333,26.266666666666666
95,70.13333333333334,64.4,63.33333333333333,57.199999999999996,27.333333333333332
96,59.86666666666667,64.53333333333333,68.93333333333334,52.26666666666666,33.33333333333333
97,71.6,65.33333333333333,67.86666666666666,59.06666666666667,26.0
98,57.46666666666667,61.199999999999996,65.33333333333333,54.266666666666666,30.8
99,63.46666666666667,63.33333333333333,61.46666666666667,55.46666666666666,32.13333333333333
100,65.60000000000001,64.66666666666666,66.93333333333334,49.46666666666666,29.733333333333334
