timestep,cumulative_active_nodes,percent_activated,reward,algorithm,trial
1,90,44.554455445544555,137.9584644154195,dqn,0
2,229,68.8118811881188,210.53635191254637,dqn,0
3,383,76.23762376237624,231.79371579582588,dqn,0
4,538,76.73267326732673,233.4129665947268,dqn,0
5,693,76.73267326732673,232.93997557240255,dqn,0
6,862,83.66336633663366,254.8524870122243,dqn,0
7,1026,81.1881188118812,246.92240635791188,dqn,0
8,1186,79.20792079207921,240.1712158793406,dqn,0
9,1354,83.16831683168317,252.83317645679688,dqn,0
10,1514,79.20792079207921,241.42406730262496,dqn,0
11,1673,78.71287128712872,238.79502385236776,dqn,0
12,1827,76.23762376237624,231.69398853511322,dqn,0
13,1984,77.72277227722772,236.24643809424938,dqn,0
14,2138,76.23762376237624,232.3203594978752,dqn,0
15,2289,74.75247524752476,225.92343969655332,dqn,0
16,2432,70.79207920792079,214.13159827487544,dqn,0
17,2593,79.70297029702971,242.24825023714808,dqn,0
18,2746,75.74257425742574,231.782486986566,dqn,0
19,2903,77.72277227722772,237.06284857196567,dqn,0
20,3072,83.66336633663366,254.65483854506382,dqn,0
1,96,47.524752475247524,144.70201882002735,cdsqn,0
2,218,60.396039603960396,184.22562807627088,cdsqn,0
3,363,71.78217821782178,218.12734019417385,cdsqn,0
4,510,72.77227722772277,219.87971074930456,cdsqn,0
5,653,70.79207920792079,215.41388261651073,cdsqn,0
6,796,70.79207920792079,215.15097677147207,cdsqn,0
7,955,78.71287128712872,238.5226348509665,cdsqn,0
8,1116,79.70297029702971,239.5103843297306,cdsqn,0
9,1266,74.25742574257426,223.29155834696985,cdsqn,0
10,1404,68.31683168316832,204.4728377766524,cdsqn,0
11,1551,72.77227722772277,220.19326618818323,cdsqn,0
12,1707,77.22772277227723,236.7179121696126,cdsqn,0
13,1852,71.78217821782178,215.76302064175735,cdsqn,0
14,2001,73.76237623762376,223.09504759161328,cdsqn,0
15,2148,72.77227722772277,220.70632005338604,cdsqn,0
16,2319,84.65346534653465,256.142474086969,cdsqn,0
17,2481,80.19801980198021,246.53341296342347,cdsqn,0
18,2636,76.73267326732673,233.99242573555674,cdsqn,0
19,2795,78.71287128712872,238.89617851250696,cdsqn,0
20,2944,73.76237623762376,224.90176149468013,cdsqn,0
1,92,45.54455445544555,139.74471777244096,whittle,0
2,214,60.396039603960396,182.71149608397457,whittle,0
3,362,73.26732673267327,222.89414495981384,whittle,0
4,518,77.22772277227723,237.97418105673287,whittle,0
5,680,80.19801980198021,246.27334652290529,whittle,0
6,842,80.19801980198021,245.73096629117273,whittle,0
7,994,75.24752475247524,229.57268118647897,whittle,0
8,1150,77.22772277227723,235.19719392835657,whittle,0
9,1311,79.70297029702971,243.6304781041458,whittle,0
10,1467,77.22772277227723,235.0236991824451,whittle,0
11,1623,77.22772277227723,236.14854864321148,whittle,0
12,1780,77.72277227722772,239.01779532053638,whittle,0
13,1943,80.6930693069307,246.84782320269258,whittle,0
14,2095,75.24752475247524,226.093406249444,whittle,0
15,2244,73.76237623762376,222.50489557448543,whittle,0
16,2411,82.67326732673267,250.84199418794952,whittle,0
17,2572,79.70297029702971,243.8688538835275,whittle,0
18,2728,77.22772277227723,234.19682644025136,whittle,0
19,2881,75.74257425742574,228.01671457151681,whittle,0
20,3039,78.21782178217822,239.23845936266446,whittle,0
1,82,40.5940594059406,122.3908579260076,random,0
2,201,58.91089108910891,177.96087786250735,random,0
3,334,65.84158415841584,202.6375041851095,random,0
4,477,70.79207920792079,219.50649998336957,random,0
5,624,72.77227722772277,223.66101985932087,random,0
6,773,73.76237623762376,225.23730305388534,random,0
7,913,69.3069306930693,212.91182792908364,random,0
8,1057,71.28712871287128,216.6673623498302,random,0
9,1211,76.23762376237624,232.47456946185764,random,0
10,1364,75.74257425742574,233.1591882522995,random,0
11,1513,73.76237623762376,224.27649615274922,random,0
12,1663,74.25742574257426,223.7959685652835,random,0
13,1813,74.25742574257426,226.7731103643641,random,0
14,1970,77.72277227722772,234.64867935198848,random,0
15,2120,74.25742574257426,225.7015540669555,random,0
16,2267,72.77227722772277,223.6365523959256,random,0
17,2414,72.77227722772277,222.82173256812882,random,0
18,2574,79.20792079207921,241.96435477905206,random,0
19,2732,78.21782178217822,237.19611451039057,random,0
20,2889,77.72277227722772,237.4431509892227,random,0
1,103,50.99009900990099,153.91240374229943,dqn,1
2,235,65.34653465346535,196.67912965915153,dqn,1
3,393,78.21782178217822,236.80668225769534,dqn,1
4,562,83.66336633663366,252.95786642220918,dqn,1
5,729,82.67326732673267,250.3579879141868,dqn,1
6,883,76.23762376237624,231.86408812692795,dqn,1
7,1043,79.20792079207921,240.59192702363623,dqn,1
8,1206,80.6930693069307,244.72993262982737,dqn,1
9,1353,72.77227722772277,220.3090246566445,dqn,1
10,1506,75.74257425742574,231.11146640874793,dqn,1
11,1668,80.19801980198021,244.14469064030635,dqn,1
12,1823,76.73267326732673,234.40494180735993,dqn,1
13,1978,76.73267326732673,233.860340297097,dqn,1
14,2131,75.74257425742574,226.92767854622653,dqn,1
15,2286,76.73267326732673,233.90512251905,dqn,1
16,2434,73.26732673267327,224.63671606991286,dqn,1
17,2587,75.74257425742574,228.93945676139148,dqn,1
18,2754,82.67326732673267,249.49421921007163,dqn,1
19,2918,81.1881188118812,243.60401454686632,dqn,1
20,3087,83.66336633663366,252.66518566644183,dqn,1
1,95,47.02970297029702,145.64824849515833,cdsqn,1
2,214,58.91089108910891,177.67051370214443,cdsqn,1
3,349,66.83168316831683,205.89212144142468,cdsqn,1
4,482,65.84158415841584,200.07921692885446,cdsqn,1
5,619,67.82178217821783,203.82512497031487,cdsqn,1
6,772,75.74257425742574,232.61117697011832,cdsqn,1
7,922,74.25742574257426,227.12291166995888,cdsqn,1
8,1069,72.77227722772277,220.4280769602972,cdsqn,1
9,1212,70.79207920792079,213.1453206133655,cdsqn,1
10,1365,75.74257425742574,229.47691298412005,cdsqn,1
11,1520,76.73267326732673,232.51923328566681,cdsqn,1
12,1669,73.76237623762376,222.51905029503945,cdsqn,1
13,1823,76.23762376237624,232.37248059365655,cdsqn,1
14,1973,74.25742574257426,223.37376644262196,cdsqn,1
15,2121,73.26732673267327,221.47437188669545,cdsqn,1
16,2281,79.20792079207921,239.68445162604957,cdsqn,1
17,2433,75.24752475247524,230.11895551654678,cdsqn,1
18,2584,74.75247524752476,228.7692109215353,cdsqn,1
19,2739,76.73267326732673,232.30213389685792,cdsqn,1
20,2885,72.27722772277228,217.38163346568194,cdsqn,1
1,103,50.99009900990099,155.75017209095822,whittle,1
2,230,62.87128712871287,190.10408920580798,whittle,1
3,379,73.76237623762376,221.9603908401666,whittle,1
4,534,76.73267326732673,230.97576379202394,whittle,1
5,688,76.23762376237624,228.49887088453443,whittle,1
6,841,75.74257425742574,228.13156410904585,whittle,1
7,990,73.76237623762376,222.83575792798575,whittle,1
8,1137,72.77227722772277,221.11342005147588,whittle,1
9,1300,80.6930693069307,244.24156078957483,whittle,1
10,1462,80.19801980198021,242.07383307459878,whittle,1
11,1620,78.21782178217822,235.9412945862414,whittle,1
12,1782,80.19801980198021,242.72974601988315,whittle,1
13,1934,75.24752475247524,228.16778658252323,whittle,1
14,2078,71.28712871287128,216.67106177300144,whittle,1
15,2234,77.22772277227723,234.0883082518323,whittle,1
16,2384,74.25742574257426,225.13066371940528,whittle,1
17,2523,68.8118811881188,204.257304253328,whittle,1
18,2674,74.75247524752476,223.58882032946102,whittle,1
19,2834,79.20792079207921,239.88365608845734,whittle,1
20,3003,83.66336633663366,254.66582987142058,whittle,1
1,92,45.54455445544555,137.68188184748064,random,1
2,211,58.91089108910891,179.2963782120407,random,1
3,363,75.24752475247524,230.15525388084953,random,1
4,513,74.25742574257426,224.38023207486904,random,1
5,661,73.26732673267327,221.86596942005008,random,1
6,812,74.75247524752476,226.97648840501415,random,1
7,961,73.76237623762376,224.61319822734814,random,1
8,1116,76.73267326732673,235.74712318784185,random,1
9,1266,74.25742574257426,228.66649849187075,random,1
10,1425,78.71287128712872,240.36509084105893,random,1
11,1571,72.27722772277228,219.82828053063125,random,1
12,1718,72.77227722772277,220.32798850735236,random,1
13,1871,75.74257425742574,230.0645790438914,random,1
14,2018,72.77227722772277,222.24042133036411,random,1
15,2172,76.23762376237624,232.75967465933843,random,1
16,2328,77.22772277227723,235.73544208876407,random,1
17,2480,75.24752475247524,226.69064399509594,random,1
18,2639,78.71287128712872,240.80021504405642,random,1
19,2802,80.6930693069307,243.16978449122666,random,1
20,2966,81.1881188118812,245.81759271073415,random,1
1,93,46.03960396039604,135.33970143060014,dqn,2
2,227,66.33663366336634,201.94322253491364,dqn,2
3,377,74.25742574257426,225.1631258533227,dqn,2
4,530,75.74257425742574,229.648788884069,dqn,2
5,674,71.28712871287128,215.24708462235432,dqn,2
6,837,80.6930693069307,245.3674140698176,dqn,2
7,1007,84.15841584158416,254.3429059609901,dqn,2
8,1166,78.71287128712872,237.2440827228416,dqn,2
9,1325,78.71287128712872,237.11970707811383,dqn,2
10,1494,83.66336633663366,254.52497303096595,dqn,2
11,1653,78.71287128712872,238.87713782689235,dqn,2
12,1817,81.1881188118812,246.52795316414108,dqn,2
13,1980,80.6930693069307,247.79247829262522,dqn,2
14,2140,79.20792079207921,242.1371320156095,dqn,2
15,2291,74.75247524752476,226.84700349542882,dqn,2
16,2450,78.71287128712872,238.87113642183766,dqn,2
17,2607,77.72277227722772,234.13218421424605,dqn,2
18,2758,74.75247524752476,228.05230058476909,dqn,2
19,2912,76.23762376237624,231.03086682104333,dqn,2
20,3082,84.15841584158416,256.4257859087308,dqn,2
1,106,52.475247524752476,158.90209909103604,cdsqn,2
2,246,69.3069306930693,210.91822547846317,cdsqn,2
3,383,67.82178217821783,204.29924458459237,cdsqn,2
