timestep,cumulative_active_nodes,percent_activated,reward,algorithm,trial
1,107,52.97029702970298,158.16315487220945,dqn,0
2,243,67.32673267326733,201.228965090701,dqn,0
3,394,74.75247524752476,227.1763405416509,dqn,0
4,549,76.73267326732673,230.8691778205677,dqn,0
5,704,76.73267326732673,233.5506402436573,dqn,0
6,860,77.22772277227723,234.23729512986523,dqn,0
7,1023,80.6930693069307,244.40358914133765,dqn,0
8,1176,75.74257425742574,226.79532162664438,dqn,0
9,1335,78.71287128712872,237.04013044284807,dqn,0
10,1498,80.6930693069307,242.20192063277034,dqn,0
11,1652,76.23762376237624,229.55409616191798,dqn,0
12,1800,73.26732673267327,223.05956455639938,dqn,0
13,1953,75.74257425742574,227.7488718566046,dqn,0
14,2113,79.20792079207921,237.29909023307582,dqn,0
15,2272,78.71287128712872,236.1665441495261,dqn,0
16,2436,81.1881188118812,244.61945084613274,dqn,0
17,2605,83.66336633663366,249.6608205058574,dqn,0
18,2768,80.6930693069307,241.56605130231037,dqn,0
19,2923,76.73267326732673,229.27921931670042,dqn,0
20,3089,82.17821782178217,246.2793417908145,dqn,0
21,3245,77.22772277227723,231.97775151754686,dqn,0
22,3404,78.71287128712872,237.89723170229726,dqn,0
23,3561,77.72277227722772,232.71465031693765,dqn,0
24,3725,81.1881188118812,244.77225905821052,dqn,0
25,3888,80.6930693069307,239.72866704635436,dqn,0
26,4053,81.68316831683168,242.6549131134797,dqn,0
27,4208,76.73267326732673,231.00797943749942,dqn,0
28,4365,77.72277227722772,235.32283629953304,dqn,0
29,4523,78.21782178217822,235.7405113916075,dqn,0
30,4682,78.71287128712872,238.54834653025682,dqn,0
1,104,51.48514851485149,152.37646016909585,cdsqn,0
2,230,62.37623762376238,187.677365165833,cdsqn,0
3,378,73.26732673267327,218.61106654709002,cdsqn,0
4,524,72.27722772277228,218.32761249835423,cdsqn,0
5,672,73.26732673267327,219.21880372361235,cdsqn,0
6,824,75.24752475247524,225.96111478387044,cdsqn,0
7,980,77.22772277227723,232.36561144803034,cdsqn,0
8,1135,76.73267326732673,229.47095356651613,cdsqn,0
9,1295,79.20792079207921,236.57473139864823,cdsqn,0
10,1445,74.25742574257426,221.3251719182594,cdsqn,0
11,1601,77.22772277227723,234.65238648570636,cdsqn,0
12,1761,79.20792079207921,241.40957345486817,cdsqn,0
13,1912,74.75247524752476,224.2404958539121,cdsqn,0
14,2068,77.22772277227723,233.23142848875557,cdsqn,0
15,2226,78.21782178217822,234.4646596198591,cdsqn,0
16,2378,75.24752475247524,228.15240593170273,cdsqn,0
17,2532,76.23762376237624,230.05288029405227,cdsqn,0
18,2687,76.73267326732673,231.06259654565156,cdsqn,0
19,2857,84.15841584158416,252.5812616620298,cdsqn,0
20,3018,79.70297029702971,239.32415707492066,cdsqn,0
21,3177,78.71287128712872,236.63561032307143,cdsqn,0
22,3337,79.20792079207921,239.8499904731673,cdsqn,0
23,3491,76.23762376237624,228.6909399538474,cdsqn,0
24,3643,75.24752475247524,226.68762906946012,cdsqn,0
25,3794,74.75247524752476,225.08258363083246,cdsqn,0
26,3958,81.1881188118812,242.74063578501102,cdsqn,0
27,4119,79.70297029702971,242.39949205007667,cdsqn,0
28,4279,79.20792079207921,240.06339244666657,cdsqn,0
29,4450,84.65346534653465,255.6527364749513,cdsqn,0
30,4613,80.6930693069307,243.65239277401278,cdsqn,0
1,98,48.51485148514851,146.2583436124764,whittle,0
2,227,63.86138613861386,190.11196043783985,whittle,0
3,373,72.27722772277228,217.86383341169415,whittle,0
4,537,81.1881188118812,243.7426198317979,whittle,0
5,699,80.19801980198021,239.36452744309068,whittle,0
6,851,75.24752475247524,226.09618889362378,whittle,0
7,1008,77.72277227722772,232.8227682579087,whittle,0
8,1166,78.21782178217822,233.31552231265005,whittle,0
9,1331,81.68316831683168,244.60784483823008,whittle,0
10,1498,82.67326732673267,248.3290475832267,whittle,0
11,1669,84.65346534653465,254.08084777912956,whittle,0
12,1835,82.17821782178217,247.0977441701461,whittle,0
13,1997,80.19801980198021,240.9117492944296,whittle,0
14,2156,78.71287128712872,234.4432500327983,whittle,0
15,2314,78.21782178217822,234.7646581085851,whittle,0
16,2474,79.20792079207921,238.0602217880695,whittle,0
17,2630,77.22772277227723,230.9319770953578,whittle,0
18,2793,80.6930693069307,240.75276667872038,whittle,0
19,2945,75.24752475247524,228.13406924926664,whittle,0
20,3095,74.25742574257426,223.27347048100313,whittle,0
21,3257,80.19801980198021,242.21390229782702,whittle,0
22,3427,84.15841584158416,251.353261639939,whittle,0
23,3594,82.67326732673267,249.12454248145934,whittle,0
24,3756,80.19801980198021,240.30588110046403,whittle,0
25,3914,78.21782178217822,230.45809759462938,whittle,0
26,4082,83.16831683168317,249.62713027175403,whittle,0
27,4246,81.1881188118812,244.66554893013094,whittle,0
28,4410,81.1881188118812,243.08526647939416,whittle,0
29,4579,83.66336633663366,252.59646384003815,whittle,0
30,4736,77.72277227722772,233.37270973506529,whittle,0
1,102,50.495049504950494,149.99122397978624,random,0
2,244,70.29702970297029,209.1319398784366,random,0
3,386,70.29702970297029,208.7455274436239,random,0
4,546,79.20792079207921,234.16272861458467,random,0
5,707,79.70297029702971,239.50431710196048,random,0
6,873,82.17821782178217,246.55207330131609,random,0
7,1038,81.68316831683168,243.35830408286333,random,0
8,1200,80.19801980198021,241.12846670190316,random,0
9,1352,75.24752475247524,227.19893914813053,random,0
10,1497,71.78217821782178,215.56348439974175,random,0
11,1654,77.72277227722772,234.5736244125887,random,0
12,1805,74.75247524752476,226.8205589782027,random,0
13,1969,81.1881188118812,246.39068458232236,random,0
14,2134,81.68316831683168,246.49859104370378,random,0
15,2288,76.23762376237624,230.05311514595678,random,0
16,2445,77.72277227722772,234.66877281808962,random,0
17,2601,77.22772277227723,231.94132720860824,random,0
18,2753,75.24752475247524,225.00577859428225,random,0
19,2904,74.75247524752476,225.082506806486,random,0
20,3054,74.25742574257426,223.49081273109658,random,0
21,3202,73.26732673267327,222.4333411924953,random,0
22,3362,79.20792079207921,237.14109968488236,random,0
23,3521,78.71287128712872,234.61786064922737,random,0
24,3681,79.20792079207921,232.55732250223124,random,0
25,3836,76.73267326732673,230.21481818118053,random,0
26,3996,79.20792079207921,238.7461319475893,random,0
27,4152,77.22772277227723,231.53617823725875,random,0
28,4306,76.23762376237624,229.00310466366267,random,0
29,4462,77.22772277227723,230.0821236434518,random,0
30,4609,72.77227722772277,217.8990713822513,random,0
1,94,46.53465346534654,139.9553116729818,dqn,1
2,234,69.3069306930693,208.93505202141046,dqn,1
3,384,74.25742574257426,225.49123974102812,dqn,1
4,540,77.22772277227723,232.40300570904554,dqn,1
5,702,80.19801980198021,242.0826057441132,dqn,1
6,862,79.20792079207921,242.1625677402161,dqn,1
7,1019,77.72277227722772,232.8486261848744,dqn,1
8,1178,78.71287128712872,236.6235500651506,dqn,1
9,1340,80.19801980198021,241.09678496670486,dqn,1
10,1489,73.76237623762376,220.45676022740517,dqn,1
11,1641,75.24752475247524,227.528458993881,dqn,1
12,1793,75.24752475247524,224.45620753422915,dqn,1
