timestep,cumulative_active_nodes,percent_activated,reward,algorithm,trial
1,93,46.03960396039604,145.2508617661695,dqn,0
2,214,59.900990099009896,184.71157698282337,dqn,0
3,359,71.78217821782178,217.03539368101758,dqn,0
4,506,72.77227722772277,218.12144656533158,dqn,0
5,658,75.24752475247524,224.69617820405196,dqn,0
6,813,76.73267326732673,234.008070569574,dqn,0
7,969,77.22772277227723,236.52896565706502,dqn,0
8,1127,78.21782178217822,235.66618525278125,dqn,0
9,1288,79.70297029702971,244.87550641350833,dqn,0
10,1438,74.25742574257426,224.433556747088,dqn,0
11,1589,74.75247524752476,227.14841489651926,dqn,0
12,1744,76.73267326732673,231.93303061885607,dqn,0
13,1901,77.72277227722772,231.80899170445673,dqn,0
14,2058,77.72277227722772,233.52606223297042,dqn,0
15,2221,80.6930693069307,242.62646366343736,dqn,0
16,2385,81.1881188118812,244.14945945562178,dqn,0
17,2543,78.21782178217822,236.27276306715373,dqn,0
18,2701,78.21782178217822,234.01515554999065,dqn,0
19,2849,73.26732673267327,222.59357749603268,dqn,0
20,2998,73.76237623762376,222.91103398347838,dqn,0
1,99,49.00990099009901,150.99834961517396,cdsqn,0
2,226,62.87128712871287,189.845021975906,cdsqn,0
3,370,71.28712871287128,214.07608396465503,cdsqn,0
4,514,71.28712871287128,216.66290394067775,cdsqn,0
5,655,69.80198019801979,213.0494568763185,cdsqn,0
6,813,78.21782178217822,237.37206088272967,cdsqn,0
7,981,83.16831683168317,251.99052414335156,cdsqn,0
8,1149,83.16831683168317,250.69067411225362,cdsqn,0
9,1314,81.68316831683168,245.35980462375343,cdsqn,0
10,1489,86.63366336633663,260.6099708453707,cdsqn,0
11,1650,79.70297029702971,240.72130572421693,cdsqn,0
12,1814,81.1881188118812,244.62642608227264,cdsqn,0
13,1980,82.17821782178217,247.11027689663226,cdsqn,0
14,2135,76.73267326732673,230.9555808846792,cdsqn,0
15,2295,79.20792079207921,243.05266111933707,cdsqn,0
16,2464,83.66336633663366,256.0157728849477,cdsqn,0
17,2631,82.67326732673267,249.9863661016904,cdsqn,0
18,2796,81.68316831683168,246.9133404591663,cdsqn,0
19,2956,79.20792079207921,239.42787347941126,cdsqn,0
20,3119,80.6930693069307,244.26111006924162,cdsqn,0
1,99,49.00990099009901,146.64041747747333,dqn,1
2,227,63.366336633663366,194.21059639331435,dqn,1
3,363,67.32673267326733,207.32567429659187,dqn,1
4,508,71.78217821782178,219.26954492903124,dqn,1
5,661,75.74257425742574,232.55796923464678,dqn,1
6,810,73.76237623762376,225.988429221284,dqn,1
7,954,71.28712871287128,218.3926335598924,dqn,1
8,1102,73.26732673267327,225.4245004515058,dqn,1
9,1254,75.24752475247524,230.17700958369977,dqn,1
10,1412,78.21782178217822,239.03530593434346,dqn,1
11,1571,78.71287128712872,238.10055835547476,dqn,1
12,1725,76.23762376237624,232.6354873851376,dqn,1
13,1888,80.6930693069307,245.1018335515883,dqn,1
14,2048,79.20792079207921,241.96502392065315,dqn,1
15,2208,79.20792079207921,240.16812829753496,dqn,1
16,2364,77.22772277227723,234.85902310839626,dqn,1
17,2525,79.70297029702971,240.11347210546822,dqn,1
18,2679,76.23762376237624,231.47492559369803,dqn,1
19,2838,78.71287128712872,241.0545949950398,dqn,1
20,3001,80.6930693069307,243.86554398511015,dqn,1
1,94,46.53465346534654,140.20074750653777,cdsqn,1
2,224,64.35643564356435,196.32304459602074,cdsqn,1
3,377,75.74257425742574,230.19901475046896,cdsqn,1
4,528,74.75247524752476,229.74207143351245,cdsqn,1
5,682,76.23762376237624,232.07100731911743,cdsqn,1
6,831,73.76237623762376,223.30403086674073,cdsqn,1
7,986,76.73267326732673,234.6001575514307,cdsqn,1
8,1151,81.68316831683168,248.01808472355557,cdsqn,1
9,1313,80.19801980198021,244.00726048363222,cdsqn,1
10,1477,81.1881188118812,247.42962628335323,cdsqn,1
11,1637,79.20792079207921,241.3743769892182,cdsqn,1
12,1802,81.68316831683168,245.81289763082077,cdsqn,1
13,1965,80.6930693069307,241.52850234127564,cdsqn,1
14,2125,79.20792079207921,238.42419981169544,cdsqn,1
15,2275,74.25742574257426,228.20663567255554,cdsqn,1
16,2429,76.23762376237624,231.80445050289862,cdsqn,1
17,2591,80.19801980198021,247.11234022955048,cdsqn,1
18,2756,81.68316831683168,249.0593367043009,cdsqn,1
19,2917,79.70297029702971,240.0584469301186,cdsqn,1
20,3067,74.25742574257426,228.99617948173844,cdsqn,1
1,86,42.57425742574257,133.33640899921724,dqn,2
2,209,60.89108910891089,187.1524576167769,dqn,2
3,354,71.78217821782178,221.81677234184443,dqn,2
