timestep,cumulative_active_nodes,percent_activated,reward,algorithm,trial
1,118,58.415841584158414,179.4878276699403,dqn,0
2,253,66.83168316831683,202.81746553617427,dqn,0
3,399,72.27722772277228,220.3676550715304,dqn,0
4,547,73.26732673267327,221.31249473704992,dqn,0
5,701,76.23762376237624,226.9133872721336,dqn,0
6,861,79.20792079207921,240.516024114079,dqn,0
7,1027,82.17821782178217,247.85055158441165,dqn,0
8,1193,82.17821782178217,248.69908431851104,dqn,0
9,1361,83.16831683168317,250.19995907644997,dqn,0
10,1527,82.17821782178217,249.02660607995062,dqn,0
11,1681,76.23762376237624,230.8610362428216,dqn,0
12,1833,75.24752475247524,227.69897074631677,dqn,0
13,1993,79.20792079207921,241.69716513491852,dqn,0
14,2161,83.16831683168317,253.61996166838924,dqn,0
15,2314,75.74257425742574,227.54181929503463,dqn,0
16,2470,77.22772277227723,235.8075650303252,dqn,0
17,2630,79.20792079207921,238.39712945039517,dqn,0
18,2789,78.71287128712872,239.56625417161533,dqn,0
19,2957,83.16831683168317,253.9211216281409,dqn,0
20,3121,81.1881188118812,247.40478718539381,dqn,0
1,113,55.940594059405946,170.01960489124906,cdsqn,0
2,226,55.940594059405946,170.63378305260446,cdsqn,0
3,357,64.85148514851485,196.31361302132328,cdsqn,0
4,511,76.23762376237624,230.23832733928657,cdsqn,0
5,666,76.73267326732673,233.93285142395555,cdsqn,0
6,821,76.73267326732673,233.05048125110906,cdsqn,0
7,975,76.23762376237624,230.21555053420795,cdsqn,0
8,1126,74.75247524752476,228.39826208089923,cdsqn,0
9,1280,76.23762376237624,231.68927848325535,cdsqn,0
10,1442,80.19801980198021,242.36194868225147,cdsqn,0
11,1599,77.72277227722772,235.3980168914748,cdsqn,0
12,1762,80.6930693069307,243.51189029240894,cdsqn,0
13,1932,84.15841584158416,255.0949470987973,cdsqn,0
14,2097,81.68316831683168,248.32513587475177,cdsqn,0
15,2262,81.68316831683168,248.12904686872432,cdsqn,0
16,2420,78.21782178217822,237.09202521756342,cdsqn,0
17,2570,74.25742574257426,222.43849256277244,cdsqn,0
18,2730,79.20792079207921,239.04595478697217,cdsqn,0
19,2891,79.70297029702971,240.94801191130864,cdsqn,0
20,3048,77.72277227722772,232.95571161936428,cdsqn,0
1,116,57.42574257425742,172.15758330254505,whittle,0
2,252,67.32673267326733,205.43522432426028,whittle,0
3,394,70.29702970297029,216.99575363866504,whittle,0
4,544,74.25742574257426,227.13372783515365,whittle,0
5,704,79.20792079207921,243.38520739747884,whittle,0
6,869,81.68316831683168,248.03534717024357,whittle,0
7,1032,80.6930693069307,245.42198313913923,whittle,0
8,1199,82.67326732673267,253.26773758985007,whittle,0
9,1359,79.20792079207921,242.1860881387779,whittle,0
10,1516,77.72277227722772,237.92257240148325,whittle,0
11,1670,76.23762376237624,232.61535562225006,whittle,0
12,1828,78.21782178217822,237.87468748310206,whittle,0
13,1992,81.1881188118812,248.89454187557848,whittle,0
14,2158,82.17821782178217,251.84197709598158,whittle,0
15,2322,81.1881188118812,247.24664309070764,whittle,0
16,2478,77.22772277227723,233.9856939354091,whittle,0
17,2633,76.73267326732673,230.64309693635565,whittle,0
18,2795,80.19801980198021,243.38079579168706,whittle,0
19,2950,76.73267326732673,232.66503236647583,whittle,0
20,3107,77.72277227722772,234.38143814579036,whittle,0
1,109,53.960396039603964,165.41518244795563,random,0
2,244,66.83168316831683,200.2275409372645,random,0
3,398,76.23762376237624,229.94533648859394,random,0
4,556,78.21782178217822,238.08611228850012,random,0
5,708,75.24752475247524,227.39322964040355,random,0
6,866,78.21782178217822,237.27859752180072,random,0
7,1018,75.24752475247524,230.4620843754423,random,0
8,1166,73.26732673267327,224.421211855661,random,0
