algorithm,timestep,cumulative_active_nodes,percent_activated,reward,trial
cdsqn,1,100.8,49.9009900990099,148.1493361525559,9.5
cdsqn,2,233.6,65.74257425742573,196.03566467303014,9.5
cdsqn,3,379.9,72.42574257425743,215.3198921999949,9.5
cdsqn,4,532.1,75.34653465346534,224.052828229064,9.5
cdsqn,5,685.85,76.11386138613861,226.54967485099732,9.5
cdsqn,6,844.4,78.490099009901,233.6404743121083,9.5
cdsqn,7,1003.1,78.56435643564357,233.32386244304865,9.5
cdsqn,8,1163.4,79.35643564356437,235.04520886034737,9.5
cdsqn,9,1323.25,79.13366336633663,235.02787756651537,9.5
cdsqn,10,1484.45,79.8019801980198,237.35316903666754,9.5
cdsqn,11,1644.9,79.43069306930694,236.4168494397265,9.5
cdsqn,12,1806.65,80.07425742574257,238.35483633820886,9.5
cdsqn,13,1966.8,79.28217821782178,235.4720513181225,9.5
cdsqn,14,2125.75,78.6881188118812,234.3335497225616,9.5
cdsqn,15,2284.6,78.63861386138613,234.12418553509286,9.5
cdsqn,16,2444.0,78.91089108910892,234.4787659032068,9.5
cdsqn,17,2604.8,79.60396039603961,236.6229544197209,9.5
cdsqn,18,2768.15,80.86633663366337,240.71616066887117,9.5
cdsqn,19,2930.2,80.22277227722773,238.97968187021524,9.5
cdsqn,20,3091.8,80.0,238.6454417474863,9.5
dqn,1,98.55,48.78712871287129,145.48893460830988,9.5
dqn,2,226.1,63.14356435643564,187.1321844643979,9.5
dqn,3,369.6,71.03960396039604,210.98278939810228,9.5
dqn,4,519.6,74.25742574257426,220.66189571497117,9.5
dqn,5,674.25,76.55940594059406,228.3014783431491,9.5
dqn,6,829.95,77.07920792079207,228.98505822809972,9.5
dqn,7,985.1,76.8069306930693,227.98621844945075,9.5
dqn,8,1142.8,78.06930693069307,231.94758467831485,9.5
dqn,9,1299.45,77.54950495049505,229.9455322663473,9.5
dqn,10,1458.05,78.51485148514851,232.91425138989703,9.5
dqn,11,1617.1,78.73762376237623,233.7702652490847,9.5
dqn,12,1775.1,78.21782178217822,232.34875258994157,9.5
dqn,13,1934.85,79.08415841584159,234.9905390637608,9.5
dqn,14,2093.15,78.36633663366337,232.9380177438809,9.5
dqn,15,2249.65,77.47524752475248,229.92690670714728,9.5
dqn,16,2404.45,76.63366336633663,227.49620361688477,9.5
dqn,17,2558.25,76.13861386138613,225.70123337714767,9.5
dqn,18,2713.7,76.95544554455446,228.5616352650984,9.5
dqn,19,2870.3,77.52475247524752,230.9800598202856,9.5
dqn,20,3027.9,78.01980198019803,231.99985820597539,9.5
random,1,99.35,49.18316831683168,145.876255493924,9.5
random,2,227.7,63.539603960396036,188.90692099985293,9.5
random,3,368.75,69.82673267326733,207.32621381581868,9.5
random,4,515.25,72.52475247524752,215.43266199649437,9.5
random,5,667.75,75.4950495049505,223.36740871752463,9.5
random,6,822.1,76.4108910891089,226.76909966804266,9.5
random,7,975.75,76.06435643564356,226.3398796636312,9.5
random,8,1130.9,76.8069306930693,228.27189292960844,9.5
random,9,1284.25,75.91584158415841,226.1477950033731,9.5
random,10,1436.55,75.3960396039604,224.62443272512147,9.5
random,11,1590.5,76.2128712871287,227.15924318612707,9.5
random,12,1742.3,75.14851485148515,223.73869713944697,9.5
random,13,1894.05,75.12376237623762,223.31399727173772,9.5
random,14,2047.2,75.81683168316832,225.18961255332405,9.5
random,15,2201.65,76.46039603960396,226.58920444461168,9.5
random,16,2354.65,75.74257425742574,224.90158929589938,9.5
random,17,2509.1,76.46039603960396,226.62539213159152,9.5
random,18,2664.55,76.95544554455446,228.60533124025983,9.5
random,19,2818.9,76.4108910891089,226.8751730841447,9.5
random,20,2973.6,76.58415841584159,227.36227572373667,9.5
whittle,1,101.75,50.37128712871287,149.01212101853017,9.5
whittle,2,234.0,65.47029702970296,194.61907088808158,9.5
whittle,3,379.65,72.1039603960396,214.0414714030719,9.5
whittle,4,530.75,74.8019801980198,222.39742959247388,9.5
whittle,5,683.4,75.56930693069307,224.56081926069456,9.5
whittle,6,840.25,77.64851485148515,231.1802217676563,9.5
whittle,7,995.05,76.63366336633663,227.08734777805324,9.5
whittle,8,1149.85,76.63366336633663,228.0292137490566,9.5
whittle,9,1306.25,77.42574257425743,230.1718346138768,9.5
whittle,10,1464.2,78.1930693069307,232.5359075942068,9.5
whittle,11,1618.8,76.53465346534654,227.78458408994211,9.5
whittle,12,1773.9,76.78217821782178,228.792467694079,9.5
whittle,13,1929.25,76.9059405940594,228.9834575349249,9.5
whittle,14,2084.4,76.8069306930693,228.73456363692813,9.5
whittle,15,2239.95,77.0049504950495,229.3411251099968,9.5
whittle,16,2395.25,76.88118811881188,229.04312161368452,9.5
whittle,17,2551.8,77.5,231.5365300986105,9.5
whittle,18,2706.7,76.68316831683168,228.66801903452838,9.5
whittle,19,2863.95,77.84653465346534,232.31826751178468,9.5
whittle,20,3021.45,77.97029702970298,232.34567852549375,9.5
