timestep,cumulative_active_nodes,percent_activated,reward,algorithm,trial
1,108,53.46534653465347,160.8667286358015,dqn,0
2,244,67.32673267326733,201.79206855846434,dqn,0
3,393,73.76237623762376,222.807345243317,dqn,0
4,538,71.78217821782178,213.7528747844441,dqn,0
5,682,71.28712871287128,211.14537932360352,dqn,0
6,837,76.73267326732673,229.04454315565084,dqn,0
7,988,74.75247524752476,223.3123355258501,dqn,0
8,1137,73.76237623762376,218.53108521336895,dqn,0
9,1297,79.20792079207921,233.66958443432554,dqn,0
10,1463,82.17821782178217,243.8636082436351,dqn,0
11,1615,75.24752475247524,221.44525131640557,dqn,0
12,1768,75.74257425742574,223.4738596186315,dqn,0
13,1926,78.21782178217822,231.62342414413746,dqn,0
14,2089,80.6930693069307,237.82898868589922,dqn,0
15,2246,77.72277227722772,231.39517714131128,dqn,0
16,2395,73.76237623762376,219.06660555617555,dqn,0
17,2548,75.74257425742574,224.63032093326962,dqn,0
18,2697,73.76237623762376,217.91264175083532,dqn,0
19,2853,77.22772277227723,227.42139311874243,dqn,0
20,3010,77.72277227722772,232.47071432052255,dqn,0
1,110,54.45544554455446,160.44011837771936,cdsqn,0
2,255,71.78217821782178,210.970751164572,cdsqn,0
3,408,75.74257425742574,224.03410042043834,cdsqn,0
4,561,75.74257425742574,225.8216881710411,cdsqn,0
5,710,73.76237623762376,220.49851641032254,cdsqn,0
6,877,82.67326732673267,245.30030762714205,cdsqn,0
7,1022,71.78217821782178,212.77917682326316,cdsqn,0
8,1176,76.23762376237624,224.65789075992376,cdsqn,0
9,1339,80.6930693069307,240.48740571572242,cdsqn,0
10,1498,78.71287128712872,232.32402891808778,cdsqn,0
11,1663,81.68316831683168,242.3647955816369,cdsqn,0
12,1827,81.1881188118812,240.2575713218087,cdsqn,0
13,1995,83.16831683168317,245.668781306371,cdsqn,0
14,2162,82.67326732673267,244.79343282172525,cdsqn,0
15,2330,83.16831683168317,244.36903533510122,cdsqn,0
16,2485,76.73267326732673,226.90752846105096,cdsqn,0
17,2638,75.74257425742574,224.47969370247398,cdsqn,0
18,2802,81.1881188118812,244.5798292288877,cdsqn,0
19,2971,83.66336633663366,251.0382365810572,cdsqn,0
20,3148,87.62376237623762,262.8359165275511,cdsqn,0
1,105,51.98019801980198,156.258529357882,whittle,0
2,237,65.34653465346535,192.93211685873317,whittle,0
3,382,71.78217821782178,212.42992739879938,whittle,0
4,520,68.31683168316832,201.05498497301002,whittle,0
5,667,72.77227722772277,216.96381826927325,whittle,0
6,824,77.72277227722772,231.87969712133338,whittle,0
7,980,77.22772277227723,226.42564772794682,whittle,0
8,1139,78.71287128712872,236.4133166069811,whittle,0
9,1296,77.72277227722772,233.10904460143823,whittle,0
10,1459,80.6930693069307,240.63823899858113,whittle,0
11,1622,80.6930693069307,240.24819361756286,whittle,0
12,1786,81.1881188118812,242.97376706460892,whittle,0
13,1946,79.20792079207921,235.95161540176,whittle,0
14,2104,78.21782178217822,232.1823939963709,whittle,0
15,2253,73.76237623762376,216.92320820620503,whittle,0
16,2412,78.71287128712872,236.07948924750605,whittle,0
17,2575,80.6930693069307,240.42058648407837,whittle,0
18,2742,82.67326732673267,246.4249375792276,whittle,0
19,2897,76.73267326732673,228.2270096271218,whittle,0
20,3051,76.23762376237624,229.37416577902755,whittle,0
1,102,50.495049504950494,153.68446630286695,random,0
2,227,61.88118811881188,185.3564424433639,random,0
