algorithm,timestep,cumulative_active_nodes,percent_activated,reward,trial
cdsqn,1,99.62,49.31683168316832,147.99981645886857,24.5
cdsqn,2,231.88,65.47524752475248,196.45381919440703,24.5
cdsqn,3,378.2,72.43564356435644,217.8708089699053,24.5
cdsqn,4,530.66,75.47524752475248,227.58791084903152,24.5
cdsqn,5,685.26,76.53465346534654,230.4814795091068,24.5
cdsqn,6,839.94,76.57425742574257,230.6404129708988,24.5
cdsqn,7,997.62,78.05940594059406,235.0718047320107,24.5
cdsqn,8,1155.86,78.33663366336634,236.29949568209918,24.5
cdsqn,9,1313.64,78.10891089108911,235.39025075091322,24.5
cdsqn,10,1472.92,78.85148514851485,237.57221817362736,24.5
cdsqn,11,1631.16,78.33663366336634,236.33179553766746,24.5
cdsqn,12,1789.2,78.23762376237624,235.60211195861442,24.5
cdsqn,13,1947.18,78.20792079207921,235.89507815739512,24.5
cdsqn,14,2105.2,78.22772277227723,235.74542167546952,24.5
cdsqn,15,2261.74,77.49504950495049,233.644213811744,24.5
cdsqn,16,2420.2,78.44554455445545,236.56161055794465,24.5
cdsqn,17,2579.42,78.82178217821783,237.30031866296628,24.5
cdsqn,18,2738.36,78.68316831683168,237.13324417560602,24.5
cdsqn,19,2897.64,78.85148514851485,237.5906233942222,24.5
cdsqn,20,3055.22,78.00990099009901,235.079182461907,24.5
cdsqn,21,3212.4,77.81188118811882,234.55580465160142,24.5
cdsqn,22,3369.4,77.72277227722772,234.43107002083008,24.5
cdsqn,23,3525.86,77.45544554455446,233.34559709499078,24.5
cdsqn,24,3683.32,77.95049504950495,234.83584799916196,24.5
cdsqn,25,3840.8,77.96039603960396,234.84701824974232,24.5
cdsqn,26,3998.94,78.2871287128713,236.02347633684613,24.5
cdsqn,27,4155.74,77.62376237623762,233.89003406833075,24.5
cdsqn,28,4313.14,77.92079207920793,235.08264428534025,24.5
cdsqn,29,4470.5,77.9009900990099,234.8906977404402,24.5
cdsqn,30,4627.58,77.76237623762377,234.03261031715454,24.5
dqn,1,100.88,49.94059405940594,149.4342228734736,24.5
dqn,2,235.08,66.43564356435644,199.47889990424417,24.5
dqn,3,383.28,73.36633663366337,220.76329202688106,24.5
dqn,4,537.9,76.54455445544555,230.17212715503024,24.5
dqn,5,693.84,77.1980198019802,232.68019125516662,24.5
dqn,6,851.3,77.95049504950495,235.29498128921972,24.5
dqn,7,1010.92,79.01980198019801,238.44979498625452,24.5
dqn,8,1170.12,78.81188118811882,237.4221593933248,24.5
dqn,9,1329.74,79.01980198019801,237.77112490387375,24.5
dqn,10,1489.68,79.17821782178218,238.399178589976,24.5
dqn,11,1649.86,79.2970297029703,238.39777002411194,24.5
dqn,12,1808.68,78.62376237623762,236.32428547437164,24.5
dqn,13,1968.88,79.3069306930693,238.2857522619254,24.5
dqn,14,2127.42,78.48514851485149,235.65422706333703,24.5
dqn,15,2285.78,78.3960396039604,236.0171380878155,24.5
dqn,16,2445.62,79.12871287128714,238.34911726956673,24.5
dqn,17,2604.12,78.46534653465348,236.1459200954484,24.5
dqn,18,2763.48,78.89108910891089,237.46030413914002,24.5
dqn,19,2921.94,78.44554455445545,235.92697058728945,24.5
dqn,20,3080.08,78.2871287128713,235.75922245754072,24.5
dqn,21,3238.88,78.61386138613861,236.79139188241973,24.5
dqn,22,3396.52,78.03960396039605,235.118538566272,24.5
dqn,23,3556.14,79.01980198019803,237.9938518949908,24.5
dqn,24,3714.28,78.2871287128713,235.92719633378968,24.5
dqn,25,3874.32,79.22772277227723,238.7172131635445,24.5
dqn,26,4034.64,79.36633663366337,238.99200324170317,24.5
dqn,27,4194.64,79.20792079207921,238.59120878824112,24.5
dqn,28,4353.08,78.43564356435644,236.13001468016083,24.5
dqn,29,4512.28,78.81188118811882,237.47351109066585,24.5
dqn,30,4673.2,79.66336633663366,240.1066867282126,24.5
random,1,100.98,49.99009900990099,149.89993157740787,24.5
random,2,233.48,65.5940594059406,196.84465791236008,24.5
random,3,378.02,71.55445544554455,214.98006362569177,24.5
random,4,528.8,74.64356435643565,224.1873356429277,24.5
random,5,681.44,75.56435643564356,227.52293000264433,24.5
random,6,834.66,75.85148514851485,228.3444761828635,24.5
random,7,989.66,76.73267326732673,230.59704569977646,24.5
random,8,1145.88,77.33663366336634,232.44724988969833,24.5
random,9,1302.12,77.34653465346535,232.91175995684665,24.5
random,10,1457.56,76.95049504950495,231.65448767270703,24.5
