algorithm,timestep,cumulative_active_nodes,percent_activated,reward,trial
random,11,1614.1,77.49504950495049,233.21972755477668,24.5
random,12,1769.2,76.78217821782178,231.01938267871702,24.5
random,13,1925.22,77.23762376237624,232.63024501163076,24.5
random,14,2080.66,76.95049504950495,231.7107664817878,24.5
random,15,2235.44,76.62376237623762,230.42729788436986,24.5
random,16,2390.68,76.85148514851485,231.53455371840045,24.5
random,17,2546.64,77.20792079207921,232.388382089655,24.5
random,18,2702.42,77.11881188118812,231.91795948580668,24.5
random,19,2856.84,76.44554455445545,229.56744780431126,24.5
random,20,3012.38,77.0,231.15895195892725,24.5
random,21,3166.76,76.42574257425743,229.55060165620395,24.5
random,22,3322.48,77.08910891089108,231.6981755522195,24.5
random,23,3478.4,77.18811881188118,232.14037587843143,24.5
random,24,3634.5,77.27722772277228,232.3048918346448,24.5
random,25,3788.64,76.3069306930693,229.36261148668092,24.5
random,26,3943.5,76.66336633663366,230.68381090311397,24.5
random,27,4098.7,76.83168316831683,231.32672625642854,24.5
random,28,4254.06,76.91089108910892,231.24728303183855,24.5
random,29,4409.96,77.17821782178218,232.29879823219392,24.5
random,30,4565.16,76.83168316831683,231.15397973953196,24.5
whittle,1,101.32,50.15841584158416,150.13334979254202,24.5
whittle,2,234.88,66.11881188118812,198.20855878592695,24.5
whittle,3,381.92,72.79207920792079,218.84962874810705,24.5
whittle,4,534.88,75.72277227722772,227.2464466596362,24.5
whittle,5,690.68,77.12871287128714,231.8392797474197,24.5
whittle,6,847.42,77.5940594059406,232.7899219058129,24.5
whittle,7,1004.16,77.5940594059406,232.7118393793116,24.5
whittle,8,1163.78,79.01980198019803,237.24851801297925,24.5
whittle,9,1323.52,79.07920792079207,237.27136387290093,24.5
whittle,10,1482.66,78.78217821782178,236.55279620684712,24.5
whittle,11,1640.9,78.33663366336634,235.21824570499356,24.5
whittle,12,1799.96,78.74257425742574,236.2529246558987,24.5
whittle,13,1957.54,78.00990099009901,234.11988679777548,24.5
whittle,14,2115.78,78.33663366336634,235.36448024635243,24.5
whittle,15,2274.28,78.46534653465346,236.05705637370977,24.5
whittle,16,2432.76,78.45544554455446,235.80920947432978,24.5
whittle,17,2590.72,78.1980198019802,234.8027692780456,24.5
whittle,18,2749.26,78.48514851485149,236.0289947522017,24.5
whittle,19,2907.58,78.37623762376238,235.27753669136928,24.5
whittle,20,3067.16,79.0,236.88832210676512,24.5
whittle,21,3226.56,78.91089108910892,236.7719734281585,24.5
whittle,22,3385.48,78.67326732673267,235.9481455539977,24.5
whittle,23,3543.96,78.45544554455446,236.03068496302475,24.5
whittle,24,3702.86,78.66336633663366,236.6504053084963,24.5
whittle,25,3861.58,78.57425742574259,236.39679534056472,24.5
whittle,26,4019.24,78.04950495049505,234.36080296417538,24.5
whittle,27,4178.08,78.63366336633663,236.22778949031692,24.5
whittle,28,4337.92,79.12871287128714,237.48654550882088,24.5
whittle,29,4497.6,79.04950495049505,237.79333194912942,24.5
whittle,30,4658.32,79.56435643564356,239.25753588585852,24.5
