algorithm,timestep,cumulative_active_nodes,percent_activated,reward,trial
cdsqn,1,98.15,48.589108910891085,148.35447750386933,9.5
cdsqn,2,230.6,65.56930693069307,199.95306528119454,9.5
cdsqn,3,378.35,73.14356435643563,222.01511529462294,9.5
cdsqn,4,532.0,76.06435643564356,230.3306405284411,9.5
cdsqn,5,687.55,77.0049504950495,233.61583892666485,9.5
cdsqn,6,846.05,78.46534653465346,237.86570347869025,9.5
cdsqn,7,1004.4,78.3910891089109,237.86094807951844,9.5
cdsqn,8,1161.1,77.57425742574257,234.99107174561058,9.5
cdsqn,9,1318.45,77.8960396039604,236.02252662426582,9.5
cdsqn,10,1477.75,78.86138613861387,239.6486140646658,9.5
cdsqn,11,1636.15,78.41584158415841,238.01271203370362,9.5
cdsqn,12,1795.1,78.6881188118812,238.9240931981154,9.5
cdsqn,13,1953.0,78.16831683168317,236.7668672664901,9.5
cdsqn,14,2111.7,78.56435643564356,237.75807591378535,9.5
cdsqn,15,2271.45,79.08415841584159,239.66704539829124,9.5
cdsqn,16,2429.45,78.21782178217822,236.83907749170325,9.5
cdsqn,17,2588.1,78.53960396039604,238.1392358459415,9.5
cdsqn,18,2746.45,78.3910891089109,237.19632389956337,9.5
cdsqn,19,2905.45,78.7128712871287,238.35343997390456,9.5
cdsqn,20,3063.7,78.34158415841584,238.27018802793788,9.5
dqn,1,95.4,47.22772277227723,145.12836672293062,9.5
dqn,2,222.65,62.9950495049505,192.23563264077546,9.5
dqn,3,366.65,71.2871287128713,217.7307574071755,9.5
dqn,4,516.55,74.20792079207921,225.88775065760123,9.5
dqn,5,670.6,76.26237623762377,231.38058017265206,9.5
dqn,6,825.1,76.48514851485149,232.76507254861014,9.5
dqn,7,980.35,76.85643564356437,233.97138601268654,9.5
dqn,8,1136.3,77.20297029702971,234.7130510177664,9.5
dqn,9,1294.4,78.26732673267327,238.02135136431906,9.5
dqn,10,1451.7,77.87128712871286,236.54800431321596,9.5
dqn,11,1609.65,78.1930693069307,237.4512824461553,9.5
dqn,12,1766.5,77.64851485148515,235.48474399218443,9.5
dqn,13,1926.4,79.15841584158416,240.29664532515503,9.5
dqn,14,2084.3,78.16831683168317,237.20947657847836,9.5
dqn,15,2243.05,78.5891089108911,238.788031068295,9.5
dqn,16,2399.05,77.22772277227723,234.7428644475111,9.5
dqn,17,2557.25,78.31683168316832,237.39591976895863,9.5
dqn,18,2715.15,78.16831683168317,237.53030527146115,9.5
dqn,19,2874.85,79.05940594059406,240.6063281831272,9.5
dqn,20,3034.2,78.88613861386139,239.7427147896573,9.5
