algorithm,timestep,cumulative_active_nodes,percent_activated,reward,trial
cdsqn,1,99.05,49.03465346534654,150.18401551173355,9.5
cdsqn,2,229.3,64.48019801980197,195.75735665196567,9.5
cdsqn,3,369.45,69.38118811881188,210.68831282996612,9.5
cdsqn,4,514.3,71.70792079207921,217.73904607206077,9.5
cdsqn,5,663.3,73.76237623762377,223.5842131924723,9.5
cdsqn,6,814.25,74.72772277227723,226.82407900858607,9.5
cdsqn,7,965.0,74.62871287128714,226.6275461579632,9.5
cdsqn,8,1116.25,74.87623762376238,227.63078436910996,9.5
cdsqn,9,1268.35,75.2970297029703,228.59489821197485,9.5
cdsqn,10,1421.2,75.66831683168317,229.69313793062125,9.5
cdsqn,11,1573.85,75.56930693069307,229.7033061874707,9.5
cdsqn,12,1726.75,75.6930693069307,230.1283971901051,9.5
cdsqn,13,1877.4,74.57920792079207,226.22557084713972,9.5
cdsqn,14,2028.05,74.57920792079207,226.1256453552557,9.5
cdsqn,15,2179.15,74.8019801980198,227.59063548225012,9.5
cdsqn,16,2333.05,76.1881188118812,231.13130648322294,9.5
cdsqn,17,2486.5,75.96534653465346,230.66230705530765,9.5
cdsqn,18,2638.9,75.44554455445544,229.07894948651204,9.5
cdsqn,19,2793.15,76.36138613861387,231.4346205124043,9.5
cdsqn,20,2946.15,75.74257425742574,229.50957690016557,9.5
dqn,1,99.55,49.28217821782178,149.6045502603961,9.5
dqn,2,232.75,65.94059405940594,199.79802336068366,9.5
dqn,3,381.0,73.39108910891089,222.87830291232348,9.5
dqn,4,535.5,76.48514851485149,232.27601829946713,9.5
dqn,5,692.5,77.72277227722773,235.90689391800635,9.5
dqn,6,854.1,80.0,242.76544811647517,9.5
dqn,7,1014.8,79.55445544554456,241.4992599403393,9.5
dqn,8,1173.4,78.51485148514851,238.85555768354774,9.5
dqn,9,1332.25,78.63861386138613,239.06960223641872,9.5
dqn,10,1492.95,79.55445544554456,241.6966113772231,9.5
dqn,11,1651.15,78.31683168316832,238.40372501776656,9.5
dqn,12,1809.6,78.44059405940594,238.59813173529204,9.5
dqn,13,1967.8,78.31683168316832,238.4233514999848,9.5
dqn,14,2126.6,78.61386138613861,239.75528912309238,9.5
dqn,15,2284.15,77.9950495049505,236.83858333385592,9.5
dqn,16,2438.75,76.53465346534654,232.4178903016269,9.5
dqn,17,2597.0,78.34158415841584,237.42739912463782,9.5
dqn,18,2754.25,77.84653465346534,236.94183298284716,9.5
dqn,19,2913.85,79.00990099009901,240.33166581224864,9.5
dqn,20,3073.5,79.03465346534654,240.00116200616722,9.5
random,1,96.65,47.84653465346535,145.68146755922703,9.5
random,2,222.15,62.12871287128712,189.34009459179939,9.5
random,3,361.55,69.00990099009901,210.3141980273399,9.5
random,4,509.6,73.29207920792079,223.0375253345222,9.5
random,5,661.6,75.24752475247524,228.87003756451037,9.5
random,6,814.9,75.89108910891089,230.63927691039444,9.5
random,7,968.05,75.81683168316832,230.67503526008326,9.5
random,8,1123.0,76.70792079207921,233.48137048505228,9.5
random,9,1278.5,76.98019801980197,233.88055530644752,9.5
random,10,1433.35,76.65841584158416,232.9667138559783,9.5
random,11,1584.2,74.67821782178217,227.02572508096364,9.5
random,12,1734.9,74.60396039603961,225.61220988282867,9.5
random,13,1887.9,75.74257425742574,229.74398648355037,9.5
random,14,2041.3,75.94059405940594,230.1638164510576,9.5
random,15,2195.8,76.48514851485149,231.98779366422727,9.5
random,16,2350.75,76.70792079207921,233.39765282643458,9.5
random,17,2505.65,76.68316831683168,232.5829369610611,9.5
random,18,2662.15,77.47524752475248,234.81243224724352,9.5
random,19,2817.05,76.68316831683168,232.6640943161404,9.5
random,20,2971.9,76.65841584158416,232.6941545173291,9.5
whittle,1,98.8,48.910891089108915,150.74018694130277,9.5
whittle,2,227.7,63.81188118811881,194.20336802246652,9.5
whittle,3,374.05,72.45049504950495,220.02674963937142,9.5
whittle,4,526.3,75.37128712871286,228.99110098002703,9.5
whittle,5,680.05,76.11386138613861,231.49264908449754,9.5
whittle,6,833.9,76.16336633663367,231.3411159101689,9.5
whittle,7,991.3,77.92079207920793,236.6073596831674,9.5
whittle,8,1146.65,76.9059405940594,233.71372419243409,9.5
whittle,9,1303.6,77.6980198019802,236.24372635171784,9.5
whittle,10,1462.4,78.61386138613861,238.5087596835856,9.5
whittle,11,1620.65,78.34158415841584,238.03058191462884,9.5
whittle,12,1776.65,77.22772277227723,235.07685749291582,9.5
whittle,13,1935.65,78.7128712871287,239.51868138520567,9.5
whittle,14,2091.0,76.9059405940594,233.72469742433628,9.5
whittle,15,2248.4,77.92079207920793,236.53267772574813,9.5
whittle,16,2406.65,78.34158415841584,238.29032277394526,9.5
whittle,17,2563.25,77.52475247524752,235.8937197933563,9.5
whittle,18,2719.75,77.47524752475248,235.9468351669519,9.5
whittle,19,2877.45,78.06930693069307,237.1964941077791,9.5
whittle,20,3036.6,78.7871287128713,239.8813551548284,9.5
