timestep,cumulative_active_nodes,percent_activated,reward,algorithm,trial
17,2502,81.1881188118812,251.25330086397162,random,2
18,2659,77.72277227722772,239.14933936312076,random,2
19,2815,77.22772277227723,239.80134116923,random,2
20,2970,76.73267326732673,236.0328103247677,random,2
1,111,54.95049504950495,168.7405174217997,dqn,3
2,250,68.8118811881188,212.30055530986633,dqn,3
3,397,72.77227722772277,224.1947786324703,dqn,3
4,556,78.71287128712872,241.43749140733703,dqn,3
5,713,77.72277227722772,240.24427251831938,dqn,3
6,868,76.73267326732673,236.87260492092307,dqn,3
7,1025,77.72277227722772,236.85683803920924,dqn,3
8,1185,79.20792079207921,242.49594560157962,dqn,3
9,1338,75.74257425742574,233.09287197031657,dqn,3
10,1498,79.20792079207921,244.46526863273758,dqn,3
11,1658,79.20792079207921,244.9224047190293,dqn,3
12,1828,84.15841584158416,258.1666781807597,dqn,3
13,2004,87.12871287128714,267.7275567299438,dqn,3
14,2175,84.65346534653465,259.2486043108705,dqn,3
15,2342,82.67326732673267,254.0111440146059,dqn,3
16,2504,80.19801980198021,247.7664946048021,dqn,3
17,2667,80.6930693069307,247.02771480045382,dqn,3
18,2833,82.17821782178217,251.65256911687803,dqn,3
19,3002,83.66336633663366,258.2359273912772,dqn,3
20,3167,81.68316831683168,252.93234503960855,dqn,3
1,95,47.02970297029702,146.60113917366715,cdsqn,3
2,233,68.31683168316832,211.06197920498684,cdsqn,3
3,380,72.77227722772277,226.06886443966107,cdsqn,3
4,530,74.25742574257426,229.75813796641552,cdsqn,3
5,670,69.3069306930693,212.84656146092183,cdsqn,3
6,823,75.74257425742574,232.3946717135423,cdsqn,3
7,969,72.27722772277228,222.4270935190584,cdsqn,3
8,1126,77.72277227722772,238.8261751905184,cdsqn,3
9,1294,83.16831683168317,257.50724611858544,cdsqn,3
10,1452,78.21782178217822,242.1344076061516,cdsqn,3
11,1614,80.19801980198021,246.6968451312214,cdsqn,3
12,1783,83.66336633663366,258.52544274071477,cdsqn,3
13,1945,80.19801980198021,246.068999080378,cdsqn,3
14,2107,80.19801980198021,246.9900520885372,cdsqn,3
15,2272,81.68316831683168,252.59534477392498,cdsqn,3
