algorithm,timestep,cumulative_active_nodes,percent_activated,reward,trial
cdsqn,1,91.95,45.51980198019802,138.29975657424697,9.5
cdsqn,2,217.0,61.9059405940594,188.33962368792933,9.5
cdsqn,3,356.7,69.15841584158416,210.6731175697652,9.5
cdsqn,4,502.2,72.02970297029702,219.05604955765835,9.5
cdsqn,5,652.85,74.57920792079207,226.13829917923726,9.5
cdsqn,6,807.5,76.55940594059406,232.2007799030207,9.5
cdsqn,7,962.55,76.75742574257426,232.7880212298763,9.5
cdsqn,8,1117.4,76.65841584158416,232.75000143593675,9.5
cdsqn,9,1273.0,77.02970297029704,233.70196476043822,9.5
cdsqn,10,1428.65,77.05445544554456,233.78252847839877,9.5
cdsqn,11,1584.35,77.07920792079207,234.29742331257825,9.5
cdsqn,12,1736.45,75.29702970297029,229.2208182863168,9.5
cdsqn,13,1890.75,76.38613861386139,232.02601534875708,9.5
cdsqn,14,2046.85,77.27722772277227,234.46857410698289,9.5
cdsqn,15,2204.75,78.16831683168317,237.329205421754,9.5
cdsqn,16,2362.2,77.94554455445544,236.91305111674882,9.5
cdsqn,17,2519.2,77.72277227722773,235.79304153316903,9.5
cdsqn,18,2674.45,76.85643564356437,233.69910151908525,9.5
cdsqn,19,2828.65,76.33663366336634,231.5471906342062,9.5
cdsqn,20,2984.1,76.95544554455446,233.6045255120469,9.5
dqn,1,95.1,47.07920792079208,143.01335943645466,9.5
dqn,2,221.45,62.549504950495056,190.37254511001555,9.5
dqn,3,360.55,68.86138613861387,209.70465307137823,9.5
dqn,4,508.15,73.06930693069306,222.12258073802712,9.5
dqn,5,658.05,74.20792079207921,225.41445310906929,9.5
dqn,6,809.85,75.14851485148515,228.76826230480182,9.5
dqn,7,964.9,76.75742574257426,232.94478624491893,9.5
dqn,8,1116.85,75.22277227722773,229.1861623126073,9.5
dqn,9,1271.1,76.36138613861387,231.93265192341437,9.5
dqn,10,1423.9,75.64356435643563,230.10247609067125,9.5
dqn,11,1579.25,76.9059405940594,233.8396869864194,9.5
dqn,12,1733.25,76.23762376237623,231.33217014398437,9.5
dqn,13,1887.35,76.2871287128713,232.72395160206898,9.5
dqn,14,2042.55,76.83168316831683,233.7400000057036,9.5
dqn,15,2199.3,77.59900990099011,237.13566933447683,9.5
dqn,16,2358.85,78.98514851485149,240.27632184206263,9.5
dqn,17,2514.9,77.25247524752476,235.34494061891428,9.5
dqn,18,2671.6,77.57425742574257,236.01870360264633,9.5
dqn,19,2828.55,77.6980198019802,236.4958341159073,9.5
dqn,20,2984.15,77.02970297029704,234.44231744264454,9.5
random,1,91.4,45.24752475247525,136.8035839400756,9.5
random,2,212.7,60.04950495049504,182.89107818076013,9.5
random,3,350.0,67.97029702970296,207.19951676064028,9.5
random,4,493.15,70.86633663366337,215.78088233928383,9.5
random,5,638.15,71.78217821782178,218.8406343685279,9.5
random,6,785.35,72.87128712871286,221.8765015635836,9.5
random,7,933.8,73.49009900990099,224.1024825539251,9.5
random,8,1081.3,73.01980198019803,222.72190034405867,9.5
random,9,1229.05,73.14356435643563,223.2809603947428,9.5
random,10,1379.15,74.3069306930693,226.67817271570033,9.5
random,11,1527.45,73.41584158415841,224.11734039430584,9.5
random,12,1678.9,74.97524752475248,228.0790218137444,9.5
random,13,1829.1,74.35643564356437,225.97344490236532,9.5
random,14,1979.8,74.6039603960396,226.57194201571593,9.5
random,15,2130.7,74.7029702970297,227.33257863827293,9.5
random,16,2281.0,74.4059405940594,226.64939569370827,9.5
random,17,2430.95,74.23267326732673,225.9939588015315,9.5
random,18,2582.75,75.14851485148515,228.6029806910512,9.5
random,19,2733.5,74.62871287128714,227.04802252336816,9.5
random,20,2884.9,74.95049504950495,227.63826241045612,9.5
whittle,1,90.25,44.678217821782184,135.76170452255414,9.5
whittle,2,213.85,61.18811881188119,187.23071391619612,9.5
whittle,3,351.65,68.21782178217822,208.25178920228146,9.5
whittle,4,497.4,72.15346534653466,219.4058975829724,9.5
whittle,5,644.75,72.94554455445544,223.06649292816928,9.5
whittle,6,794.75,74.25742574257426,227.22915815788366,9.5
whittle,7,947.35,75.54455445544554,230.49480194671514,9.5
whittle,8,1098.1,74.62871287128714,228.49510528189026,9.5
whittle,9,1252.0,76.1881188118812,232.90172869474912,9.5
whittle,10,1405.45,75.96534653465346,232.0328563744929,9.5
whittle,11,1557.65,75.34653465346534,229.1386238813731,9.5
whittle,12,1710.45,75.64356435643563,229.88928945554386,9.5
whittle,13,1863.75,75.89108910891089,230.92994268347192,9.5
whittle,14,2015.25,75.0,228.55540807510565,9.5
whittle,15,2168.4,75.81683168316832,230.91715481358455,9.5
whittle,16,2323.75,76.9059405940594,234.68622831747226,9.5
whittle,17,2477.45,76.0891089108911,231.74089635732017,9.5
whittle,18,2631.2,76.11386138613861,231.33978606350365,9.5
whittle,19,2785.8,76.53465346534654,232.77137535524986,9.5
whittle,20,2939.15,75.91584158415841,231.61827054877867,9.5
