algorithm,timestep,cumulative_active_nodes,percent_activated,reward,trial
cdsqn,1,97.7,48.366336633663366,144.22846570400122,9.5
cdsqn,2,228.8,64.9009900990099,194.51004914707713,9.5
cdsqn,3,376.85,73.29207920792079,219.93064524675802,9.5
cdsqn,4,530.15,75.89108910891089,228.6405027685082,9.5
cdsqn,5,683.55,75.94059405940594,228.5233586718713,9.5
cdsqn,6,841.25,78.06930693069307,235.56924376388764,9.5
cdsqn,7,1001.2,79.18316831683168,238.12071682320644,9.5
cdsqn,8,1160.75,78.98514851485149,237.85916947431875,9.5
cdsqn,9,1321.3,79.48019801980197,238.99490104237833,9.5
cdsqn,10,1481.95,79.52970297029702,239.9134494036693,9.5
cdsqn,11,1642.1,79.28217821782178,238.79706108639843,9.5
cdsqn,12,1802.35,79.33168316831683,239.3993602703851,9.5
cdsqn,13,1961.2,78.63861386138613,236.56778727729608,9.5
cdsqn,14,2118.95,78.0940594059406,235.38999275034726,9.5
cdsqn,15,2276.05,77.77227722772277,233.80163000332163,9.5
cdsqn,16,2434.6,78.490099009901,236.1426713529717,9.5
cdsqn,17,2592.8,78.31683168316832,235.2095354287525,9.5
cdsqn,18,2751.8,78.7128712871287,236.36477515337623,9.5
cdsqn,19,2911.7,79.15841584158416,238.22011960281355,9.5
cdsqn,20,3075.6,81.13861386138613,243.74494845646123,9.5
dqn,1,96.45,47.74752475247525,142.83699221657497,9.5
dqn,2,224.25,63.26732673267327,189.85358307478765,9.5
dqn,3,368.45,71.38613861386139,214.27387537017472,9.5
dqn,4,521.5,75.76732673267327,227.19515659134942,9.5
dqn,5,675.95,76.46039603960396,229.34506083623828,9.5
dqn,6,833.8,78.14356435643565,234.38502441862482,9.5
dqn,7,991.35,77.9950495049505,234.21230027726,9.5
dqn,8,1147.05,77.07920792079207,230.74491659272138,9.5
dqn,9,1305.7,78.53960396039604,236.10251893320316,9.5
dqn,10,1465.55,79.13366336633663,238.01882446596966,9.5
dqn,11,1624.25,78.56435643564357,236.78048809301703,9.5
dqn,12,1784.9,79.52970297029704,239.32808450991197,9.5
dqn,13,1944.85,79.18316831683168,238.33893597821165,9.5
dqn,14,2102.05,77.82178217821783,234.1692065654896,9.5
dqn,15,2259.7,78.04455445544554,234.84684423460652,9.5
dqn,16,2419.1,78.91089108910892,237.3621575127971,9.5
dqn,17,2577.5,78.41584158415841,235.55827155907167,9.5
dqn,18,2738.3,79.60396039603961,238.96848253463986,9.5
dqn,19,2898.55,79.33168316831683,238.51753838726967,9.5
dqn,20,3059.85,79.85148514851485,240.4610580558022,9.5
hillclimb,1,96.85,47.945544554455445,142.65396919233868,9.5
hillclimb,2,225.45,63.66336633663366,190.57908391398558,9.5
hillclimb,3,369.35,71.23762376237623,214.08082842247154,9.5
hillclimb,4,519.75,74.45544554455446,224.22942681655064,9.5
hillclimb,5,674.15,76.43564356435644,229.96512902090248,9.5
hillclimb,6,831.15,77.72277227722773,233.93734014562762,9.5
hillclimb,7,989.3,78.2920792079208,235.30397362081234,9.5
hillclimb,8,1148.45,78.7871287128713,236.05555783464942,9.5
hillclimb,9,1306.8,78.3910891089109,235.5415865110092,9.5
hillclimb,10,1464.95,78.29207920792079,235.82786359844008,9.5
hillclimb,11,1621.95,77.72277227722773,234.51090977836907,9.5
hillclimb,12,1781.7,79.08415841584159,238.29177888318458,9.5
hillclimb,13,1938.65,77.6980198019802,234.17069545227272,9.5
hillclimb,14,2097.9,78.83663366336634,237.44167462358,9.5
hillclimb,15,2257.05,78.7871287128713,237.75105905093125,9.5
hillclimb,16,2416.65,79.00990099009901,237.76537834859136,9.5
hillclimb,17,2576.4,79.08415841584159,237.51541953338204,9.5
hillclimb,18,2736.95,79.48019801980197,239.0485448471809,9.5
hillclimb,19,2897.0,79.23267326732673,238.6688009888881,9.5
hillclimb,20,3055.75,78.5891089108911,237.32681703866874,9.5
random,1,96.6,47.82178217821782,141.71100764803563,9.5
random,2,226.75,64.43069306930693,192.52458130735172,9.5
random,3,366.55,69.20792079207921,207.87355410804943,9.5
random,4,512.85,72.42574257425743,217.39100787901558,9.5
random,5,662.6,74.13366336633663,223.08714949764507,9.5
random,6,813.7,74.8019801980198,224.97537791141548,9.5
random,7,967.15,75.96534653465346,227.20974795853516,9.5
random,8,1121.35,76.33663366336634,229.47035466337275,9.5
random,9,1278.8,77.94554455445544,233.6347414398188,9.5
random,10,1436.45,78.04455445544555,233.41277200067424,9.5
random,11,1592.55,77.27722772277228,231.4599429584341,9.5
random,12,1749.75,77.82178217821783,233.16725171131537,9.5
random,13,1905.0,76.85643564356437,230.8503162759332,9.5
random,14,2061.6,77.52475247524752,232.49495613936665,9.5
random,15,2219.8,78.31683168316832,235.02030099107202,9.5
random,16,2376.8,77.72277227722773,233.70126030811838,9.5
random,17,2534.15,77.8960396039604,234.05106868984316,9.5
random,18,2690.85,77.57425742574257,233.03976560555185,9.5
random,19,2846.6,77.1039603960396,231.80688113464015,9.5
random,20,3001.4,76.63366336633663,231.13997918176761,9.5
whittle,1,95.6,47.32673267326733,141.4316635519546,9.5
whittle,2,224.3,63.71287128712871,191.27008013203476,9.5
whittle,3,371.25,72.74752475247524,218.8861489681461,9.5
whittle,4,523.45,75.34653465346534,226.80907928133357,9.5
whittle,5,677.65,76.33663366336634,229.8653914250778,9.5
whittle,6,836.2,78.490099009901,236.06768202117365,9.5
whittle,7,993.65,77.94554455445544,234.34400476808483,9.5
whittle,8,1152.85,78.8118811881188,237.48057815682267,9.5
whittle,9,1311.9,78.73762376237623,236.69446856617463,9.5
whittle,10,1470.1,78.31683168316832,234.99089099148168,9.5
whittle,11,1629.3,78.8118811881188,236.0761409802682,9.5
whittle,12,1789.25,79.18316831683168,237.81917202204062,9.5
whittle,13,1946.8,77.9950495049505,234.82586540072748,9.5
whittle,14,2104.85,78.24257425742574,235.09154859020668,9.5
whittle,15,2264.55,79.05940594059406,237.75154869310376,9.5
whittle,16,2425.85,79.85148514851485,240.32411522712368,9.5
whittle,17,2585.6,79.08415841584159,237.65412422374962,9.5
whittle,18,2745.9,79.35643564356437,238.83874120836785,9.5
whittle,19,2906.1,79.3069306930693,238.46392625015318,9.5
whittle,20,3064.8,78.56435643564357,237.07763677461116,9.5
