algorithm,timestep,cumulative_active_nodes,percent_activated,reward,trial
cdsqn,1,99.65,49.331683168316836,150.76769710805053,9.5
cdsqn,2,228.65,63.86138613861387,195.89396626575106,9.5
cdsqn,3,372.6,71.26237623762376,219.1082707963776,9.5
cdsqn,4,523.1,74.5049504950495,229.3618648575366,9.5
cdsqn,5,675.9,75.64356435643563,232.52134235381018,9.5
cdsqn,6,831.5,77.02970297029704,236.69437003790895,9.5
cdsqn,7,987.05,77.0049504950495,236.35156529647423,9.5
cdsqn,8,1143.15,77.27722772277227,237.56326260408224,9.5
cdsqn,9,1299.3,77.3019801980198,237.58801679433532,9.5
cdsqn,10,1455.2,77.17821782178217,236.51985406040825,9.5
cdsqn,11,1610.2,76.73267326732673,235.54236750371987,9.5
cdsqn,12,1765.6,76.93069306930694,235.90056403980597,9.5
cdsqn,13,1921.65,77.25247524752476,237.2405846840449,9.5
cdsqn,14,2077.25,77.02970297029704,237.218882944199,9.5
cdsqn,15,2233.45,77.32673267326733,237.1473031703028,9.5
cdsqn,16,2389.7,77.35148514851485,237.55119702023967,9.5
cdsqn,17,2546.4,77.57425742574257,237.94713202285553,9.5
cdsqn,18,2703.1,77.57425742574257,237.69133699452027,9.5
cdsqn,19,2860.1,77.72277227722773,238.49676221149676,9.5
cdsqn,20,3017.1,77.72277227722773,238.5669688526807,9.5
dqn,1,98.8,48.910891089108915,149.70386324787845,9.5
dqn,2,228.05,63.98514851485148,196.94961891847896,9.5
dqn,3,368.25,69.4059405940594,213.32976440782267,9.5
dqn,4,517.55,73.9108910891089,227.89851909042764,9.5
dqn,5,672.25,76.58415841584159,234.830584930716,9.5
dqn,6,827.85,77.02970297029704,237.03414856738237,9.5
dqn,7,985.3,77.94554455445544,239.35824076329908,9.5
dqn,8,1141.8,77.47524752475248,238.5911626389287,9.5
dqn,9,1298.9,77.77227722772277,239.58896889156904,9.5
dqn,10,1456.55,78.04455445544554,240.43891413052353,9.5
dqn,11,1613.85,77.87128712871288,239.56755280711687,9.5
dqn,12,1769.45,77.02970297029704,236.90130999448428,9.5
dqn,13,1925.1,77.05445544554456,237.0575941645308,9.5
dqn,14,2083.3,78.31683168316832,241.0267599921312,9.5
dqn,15,2239.65,77.4009900990099,238.240082450904,9.5
dqn,16,2396.5,77.64851485148515,239.06088479511791,9.5
dqn,17,2551.8,76.88118811881188,236.3011167422747,9.5
dqn,18,2706.4,76.53465346534654,235.34973759599606,9.5
dqn,19,2860.95,76.50990099009901,235.66066714088478,9.5
dqn,20,3017.35,77.42574257425743,238.2394960474759,9.5
random,1,101.0,50.0,152.34500598347057,9.5
random,2,230.2,63.960396039603964,195.86155812368892,9.5
random,3,369.0,68.7128712871287,210.2868372147646,9.5
random,4,515.3,72.42574257425743,221.9773226194436,9.5
random,5,664.75,73.98514851485149,226.74836789401493,9.5
random,6,817.2,75.47029702970296,231.38676947874814,9.5
random,7,969.1,75.1980198019802,230.84818182484224,9.5
random,8,1122.3,75.84158415841584,232.22326330867728,9.5
random,9,1273.45,74.82673267326733,229.6502172845996,9.5
random,10,1429.2,77.10396039603961,236.7229859346772,9.5
random,11,1582.1,75.6930693069307,232.63824918854843,9.5
random,12,1733.2,74.8019801980198,229.4593889805657,9.5
random,13,1883.65,74.48019801980197,228.15482759960946,9.5
random,14,2035.55,75.1980198019802,231.29389158533445,9.5
random,15,2185.45,74.20792079207921,227.9466205860564,9.5
random,16,2335.55,74.3069306930693,227.91108255285508,9.5
random,17,2489.55,76.23762376237623,233.97969131007818,9.5
random,18,2642.7,75.81683168316832,232.68824836027403,9.5
random,19,2797.2,76.48514851485149,234.9985118784257,9.5
random,20,2950.55,75.91584158415841,233.31287420133899,9.5
whittle,1,98.4,48.71287128712871,148.89150364595707,9.5
whittle,2,226.05,63.193069306930695,193.55300327436314,9.5
whittle,3,369.05,70.79207920792079,217.01416108745858,9.5
whittle,4,517.1,73.29207920792079,224.43614783693064,9.5
whittle,5,667.7,74.55445544554456,228.19607131973834,9.5
whittle,6,820.75,75.76732673267327,231.8407370514961,9.5
whittle,7,973.6,75.66831683168317,232.02304097242057,9.5
whittle,8,1128.85,76.85643564356437,235.6324269507357,9.5
whittle,9,1282.6,76.11386138613861,233.24902965460856,9.5
whittle,10,1437.55,76.70792079207921,235.1579155765919,9.5
whittle,11,1590.6,75.76732673267327,233.05080736461497,9.5
whittle,12,1744.95,76.4108910891089,234.75494227623716,9.5
whittle,13,1901.8,77.64851485148515,237.80360479632776,9.5
whittle,14,2057.35,77.0049504950495,235.53596522267745,9.5
whittle,15,2211.3,76.2128712871287,233.88476830134746,9.5
whittle,16,2363.85,75.51980198019803,231.30984319723456,9.5
whittle,17,2516.95,75.79207920792079,232.33940059901843,9.5
whittle,18,2672.6,77.05445544554456,235.84936773689014,9.5
whittle,19,2831.65,78.73762376237623,241.9824915533393,9.5
whittle,20,2988.35,77.57425742574257,237.63758547428228,9.5
