timestep,cumulative_active_nodes,percent_activated,reward,algorithm,trial
1,95,47.02970297029702,140.77415189904622,dqn,0
2,232,67.82178217821783,203.6484606808705,dqn,0
3,381,73.76237623762376,220.2861786521981,dqn,0
4,537,77.22772277227723,230.30570923024413,dqn,0
5,690,75.74257425742574,228.54785551514485,dqn,0
6,851,79.70297029702971,239.35841130423438,dqn,0
7,1018,82.67326732673267,247.38439177310556,dqn,0
8,1164,72.27722772277228,211.95398450588624,dqn,0
9,1312,73.26732673267327,217.59347542484963,dqn,0
10,1478,82.17821782178217,247.08396859885636,dqn,0
11,1637,78.71287128712872,235.77182028477728,dqn,0
12,1797,79.20792079207921,239.6877704096044,dqn,0
13,1953,77.22772277227723,234.66244105079815,dqn,0
14,2114,79.70297029702971,241.00884873720804,dqn,0
15,2274,79.20792079207921,239.56801775245518,dqn,0
16,2432,78.21782178217822,237.42601344866185,dqn,0
17,2593,79.70297029702971,241.67202969717314,dqn,0
18,2754,79.70297029702971,241.14703937163443,dqn,0
19,2911,77.72277227722772,232.28074626494939,dqn,0
20,3071,79.20792079207921,238.031049916561,dqn,0
1,95,47.02970297029702,139.8465903878445,cdsqn,0
2,224,63.86138613861386,191.1150131665898,cdsqn,0
3,369,71.78217821782178,213.01316230891194,cdsqn,0
4,515,72.27722772277228,217.6370226935732,cdsqn,0
5,670,76.73267326732673,230.3371234361764,cdsqn,0
6,836,82.17821782178217,249.08943484040597,cdsqn,0
7,992,77.22772277227723,232.48482694302862,cdsqn,0
8,1154,80.19801980198021,243.33954892409798,cdsqn,0
9,1324,84.15841584158416,254.42409227292222,cdsqn,0
10,1487,80.6930693069307,243.088064103416,cdsqn,0
11,1651,81.1881188118812,242.4384556738039,cdsqn,0
12,1814,80.6930693069307,241.01731238476637,cdsqn,0
13,1975,79.70297029702971,239.02377253279425,cdsqn,0
14,2138,80.6930693069307,240.1286902809195,cdsqn,0
15,2294,77.22772277227723,230.32381023597463,cdsqn,0
16,2456,80.19801980198021,239.02795610705095,cdsqn,0
17,2616,79.20792079207921,238.44190574024756,cdsqn,0
18,2771,76.73267326732673,230.14252613586427,cdsqn,0
19,2932,79.70297029702971,239.80624418965246,cdsqn,0
20,3097,81.68316831683168,246.27179283383785,cdsqn,0
1,102,50.495049504950494,151.93115500154974,whittle,0
2,228,62.37623762376238,186.88617673152206,whittle,0
3,375,72.77227722772277,220.97712243276936,whittle,0
4,526,74.75247524752476,224.51260220718058,whittle,0
5,680,76.23762376237624,232.75739765610697,whittle,0
6,831,74.75247524752476,224.5853538083329,whittle,0
7,987,77.22772277227723,229.0283952514396,whittle,0
8,1149,80.19801980198021,243.2476278301969,whittle,0
9,1313,81.1881188118812,246.29687625529942,whittle,0
10,1467,76.23762376237624,230.48300103888218,whittle,0
11,1624,77.72277227722772,232.50387512324053,whittle,0
12,1781,77.72277227722772,234.85323868174362,whittle,0
13,1932,74.75247524752476,225.8632639990481,whittle,0
14,2094,80.19801980198021,240.94133347135656,whittle,0
15,2254,79.20792079207921,240.16147434059533,whittle,0
16,2414,79.20792079207921,239.48655350534318,whittle,0
17,2565,74.75247524752476,223.97271539731045,whittle,0
18,2715,74.25742574257426,225.80263496594915,whittle,0
19,2865,74.25742574257426,222.3627480752205,whittle,0
20,3015,74.25742574257426,224.56554648701132,whittle,0
1,88,43.56435643564357,131.77120267668508,random,0
2,223,66.83168316831683,201.64685188623127,random,0
3,362,68.8118811881188,206.51505398982965,random,0
4,513,74.75247524752476,223.55042281190538,random,0
5,663,74.25742574257426,223.5519794719579,random,0
6,803,69.3069306930693,208.5794154223619,random,0
7,948,71.78217821782178,213.96618924762535,random,0
8,1098,74.25742574257426,222.23873920088306,random,0
9,1256,78.21782178217822,234.39979985397187,random,0
10,1418,80.19801980198021,238.7827371052983,random,0
11,1577,78.71287128712872,233.29085603725247,random,0
12,1737,79.20792079207921,236.70584070955894,random,0
13,1895,78.21782178217822,236.25220184119812,random,0
14,2054,78.71287128712872,236.20340208763596,random,0
15,2206,75.24752475247524,225.6267345612901,random,0
16,2365,78.71287128712872,237.76042077500222,random,0
17,2507,70.29702970297029,213.9736881309031,random,0
18,2665,78.21782178217822,234.0575751693001,random,0
19,2814,73.76237623762376,222.11420080061816,random,0
