timestep,dqn_cumulative_active_nodes_mean,dqn_percent_activated_mean,dqn_reward_mean,graph_cumulative_active_nodes_mean,graph_percent_activated_mean,graph_reward_mean,hillclimb_cumulative_active_nodes_mean,hillclimb_percent_activated_mean,hillclimb_reward_mean,none_cumulative_active_nodes_mean,none_percent_activated_mean,none_reward_mean,whittle_cumulative_active_nodes_mean,whittle_percent_activated_mean,whittle_reward_mean
1,100.98,49.99009900990098,150.99476517838747,102.76,50.87128712871286,153.76022619700336,103.88,51.42574257425742,156.75648240534986,88.62,43.87128712871289,132.80618744217546,97.18,48.10891089108911,145.49536080904727
2,237.28,67.47524752475248,202.85095511241684,238.48,67.18811881188118,202.95777814054065,239.7,67.23762376237623,204.0383951441319,206.4,58.3069306930693,176.17675892280903,227.86,64.6930693069307,195.38309223957495
3,386.8,74.01980198019801,222.7856251863495,389.4,74.71287128712873,225.28504150723037,387.86,73.34653465346534,221.90411319972083,333.12,62.73267326732675,189.4355550166352,374.46,72.57425742574259,218.9078602812355
4,542.1,76.88118811881188,231.48013235681552,547.68,78.35643564356434,235.8009247723762,543.98,77.28712871287128,233.3455034433815,467.72,66.63366336633663,200.63737437998472,529.4,76.70297029702971,230.82941969068958
5,701.46,78.8910891089109,237.61973632848714,709.92,80.31683168316832,241.3821718532521,703.74,79.0891089108911,238.65683565204904,607.82,69.35643564356434,208.78899212062788,688.16,78.5940594059406,236.14266778027186
6,862.18,79.56435643564359,238.9748621286642,873.08,80.77227722772277,242.6169815932803,864.66,79.66336633663366,240.88326069336878,749.06,69.9207920792079,210.23797958659253,848.26,79.25742574257424,238.21529062917284
7,1023.7,79.96039603960394,240.43991982148407,1037.9,81.59405940594061,244.94385445123706,1025.8,79.77227722772277,240.40268094400702,891.04,70.2871287128713,211.71668642213666,1009.54,79.84158415841584,240.03329625094375
8,1186.56,80.62376237623761,242.35770513591106,1203.66,82.05940594059406,246.53655819678204,1188.2,80.39603960396039,242.09650169051216,1032.82,70.18811881188117,211.5123855472547,1171.68,80.26732673267327,240.88870729250164
9,1348.88,80.35643564356435,241.62669652894462,1368.06,81.38613861386139,244.11760409538212,1349.84,80.01980198019803,240.98792693733512,1176.7,71.22772277227722,214.61914251901123,1334.86,80.7821782178218,243.08708082056367
10,1510.42,79.97029702970295,240.24237786333686,1532.12,81.21782178217819,243.92445414755858,1510.68,79.62376237623761,240.08381833138344,1321.2,71.53465346534652,215.19746067639502,1497.5,80.51485148514853,241.47667748839956
11,1673.58,80.77227722772277,243.05589223270087,1696.46,81.35643564356437,244.02912008722365,1672.0,79.86138613861387,240.2771943704716,1464.68,71.02970297029702,213.85401695884434,1659.48,80.18811881188118,240.82749714428775
12,1836.14,80.47524752475249,241.7401345929286,1861.44,81.67326732673266,245.15676795474394,1832.22,79.31683168316835,238.8218794752938,1608.86,71.37623762376238,214.72842364903485,1822.42,80.66336633663367,242.35061648731568
13,1999.42,80.83168316831683,242.33939723234406,2026.5,81.7128712871287,245.05491207230506,1991.92,79.05940594059405,238.09881971157213,1752.5,71.1089108910891,213.29220817671788,1984.86,80.41584158415843,240.785989250598
14,2161.72,80.34653465346535,241.08517978273997,2190.34,81.1089108910891,243.34109600435806,2152.86,79.67326732673268,239.8905569741133,1896.2,71.13861386138613,213.3559403438395,2146.36,79.95049504950497,240.31857914091782
15,2325.3,80.98019801980196,243.20614073747572,2355.4,81.7128712871287,245.401736489757,2313.8,79.67326732673267,239.4867813724835,2040.14,71.25742574257427,214.59730267391618,2308.42,80.22772277227723,240.9152917248278
16,2488.22,80.65346534653467,241.94798304307568,2521.22,82.0891089108911,246.67758251361383,2474.02,79.31683168316832,238.93592286696293,2184.28,71.35643564356437,214.92737430170254,2470.16,80.06930693069306,240.30251083644453
17,2650.76,80.46534653465345,241.10843455154637,2686.34,81.74257425742573,245.29842618061824,2635.64,80.00990099009903,241.49971357961155,2328.26,71.2772277227723,214.63824496847485,2633.4,80.81188118811882,242.66300344598983
18,2812.8,80.21782178217822,240.55073279416666,2853.04,82.52475247524751,248.0604779996459,2797.04,79.9009900990099,240.53116588679288,2472.1,71.20792079207924,214.17646767371372,2796.68,80.83168316831684,242.70465107793254
19,2975.52,80.55445544554453,242.06406274151567,3018.66,81.99009900990097,245.83021170408904,2959.18,80.26732673267328,241.84727611606166,2616.5,71.4851485148515,214.89060591671515,2959.78,80.74257425742574,242.05353561679286
20,3138.44,80.65346534653469,242.36061179794976,3184.52,82.10891089108911,246.40048258460075,3120.74,79.98019801980199,241.04521889075644,2759.02,70.55445544554453,212.26406768984307,3122.04,80.32673267326733,241.12984648498878
21,3301.4,80.67326732673266,241.90612507055593,3350.96,82.39603960396038,247.46368532715874,3280.78,79.22772277227722,238.62826536427787,2901.98,70.77227722772277,212.8622122938896,3284.52,80.43564356435643,241.43063427741095
22,3464.18,80.5841584158416,241.81850400690738,3517.26,82.32673267326733,247.02888631732327,3441.72,79.67326732673266,239.7676427900815,3045.74,71.16831683168317,213.9721376167892,3447.12,80.4950495049505,241.91588162749315
23,3625.92,80.06930693069309,240.30399764802635,3682.52,81.81188118811882,245.52834036572207,3603.7,80.1881188118812,241.20074007680319,3189.92,71.37623762376236,214.21694026236312,3609.6,80.43564356435643,241.37342396718537
24,3787.8,80.13861386138615,240.39113666079717,3848.12,81.98019801980199,246.11624360915226,3763.56,79.13861386138613,238.2500811626116,3334.62,71.63366336633665,215.08252374556866,3771.68,80.23762376237624,240.9616564960936
25,3950.06,80.32673267326734,241.342780449128,4013.12,81.6831683168317,245.36631562169995,3924.24,79.54455445544555,239.49376280057496,3480.54,72.23762376237626,216.6800846927851,3933.82,80.26732673267327,240.64535377737243
26,4109.82,79.0891089108911,237.9487960060504,4178.16,81.70297029702968,245.6155293713997,4084.58,79.37623762376238,238.79732108177478,3626.92,72.46534653465348,217.97445991391965,4096.64,80.6039603960396,241.91809031229292
27,4270.56,79.57425742574257,238.7612349063835,4342.18,81.1980198019802,244.01476482109973,4244.3,79.06930693069309,238.04656165969934,3772.42,72.02970297029702,216.89913789933186,4258.52,80.13861386138616,240.36578872535745
28,4432.62,80.22772277227722,240.3647776029473,4507.12,81.65346534653467,245.08050678048394,4404.66,79.38613861386136,239.02128901933062,3917.08,71.61386138613861,215.51352371999405,4420.02,79.95049504950494,240.1387550884466
29,4594.76,80.26732673267325,240.94936306721812,4671.9,81.57425742574256,245.1170440847317,4566.84,80.28712871287128,241.59609756285434,4061.38,71.43564356435644,214.764181841971,4582.94,80.65346534653467,242.34961013494737
30,4756.94,80.28712871287128,240.72595341865068,4836.86,81.66336633663366,245.40157979471726,4727.1,79.33663366336631,238.7533578863891,4204.54,70.87128712871288,213.01170989471956,4746.38,80.91089108910892,243.40364768060434
