timestep,cdsqn_cumulative_active_nodes_mean,cdsqn_percent_activated_mean,cdsqn_reward_mean,dqn_cumulative_active_nodes_mean,dqn_percent_activated_mean,dqn_reward_mean,hillclimb_cumulative_active_nodes_mean,hillclimb_percent_activated_mean,hillclimb_reward_mean,none_cumulative_active_nodes_mean,none_percent_activated_mean,none_reward_mean,random_cumulative_active_nodes_mean,random_percent_activated_mean,random_reward_mean,whittle_cumulative_active_nodes_mean,whittle_percent_activated_mean,whittle_reward_mean
1,10.0,5.0,17.460146374309023,65.8,32.9,330.07112152597773,38.6,19.3,349.687733666585,0.0,0.0,0.0,76.0,38.0,268.5447778898389,10.0,5.0,93.12005975565846
2,23.2,6.6,23.83133518219937,151.4,42.8,305.42615444417726,101.0,31.2,211.65901365296114,0.0,0.0,0.0,160.0,42.0,298.64286701511804,22.0,6.0,106.28820558244257
3,36.2,6.5,23.083841302814225,236.0,42.3,328.98147606984037,145.4,22.2,305.8797822728592,0.0,0.0,0.0,245.2,42.6,288.1884621299629,34.4,6.2,113.75066843380544
4,49.2,6.5,23.36339771160457,319.6,41.8,293.92413465326973,185.4,20.0,211.91400875449577,0.0,0.0,0.0,332.4,43.6,302.1075602772082,47.0,6.3,112.81689902359466
5,62.4,6.6,23.584138837520914,403.0,41.7,336.87866483550084,217.8,16.2,232.03920174892258,0.0,0.0,0.0,421.4,44.5,315.12436130837165,61.0,7.0,127.61800261094524
6,76.0,6.8,24.372584256607205,491.0,44.0,302.03797691977843,248.6,15.4,218.01237926632336,0.0,0.0,0.0,508.2,43.4,300.6392207170205,74.6,6.8,122.79740027844295
7,88.4,6.2,22.209941628420257,576.0,42.5,331.1885108240219,276.4,13.9,211.45724373710635,0.0,0.0,0.0,594.8,43.3,290.9977078031741,86.8,6.1,110.83366080851978
8,100.6,6.1,21.78079478222358,663.4,43.7,317.4818314500481,304.6,14.1,215.50236596323106,0.0,0.0,0.0,680.0,42.6,288.0402830037849,99.4,6.3,113.83983470531398
9,114.2,6.8,24.42904018633582,751.8,44.2,329.737919176579,335.4,15.4,230.00921813719552,0.0,0.0,0.0,766.2,43.1,285.4974167539265,112.6,6.6,119.75439025811433
10,127.4,6.6,23.511438427111543,838.4,43.3,311.9220759476186,363.2,13.9,207.58833121752428,0.0,0.0,0.0,851.6,42.7,289.8277877797064,126.6,7.0,126.3541012378451
11,141.6,7.1,25.45279259287026,921.2,41.4,331.57021845123427,391.6,14.2,229.5413773178802,0.0,0.0,0.0,938.0,43.2,291.1621136754106,141.6,7.5,135.8022685669446
12,155.0,6.7,24.014527558797628,1005.4,42.1,299.9818438776804,422.4,15.4,212.28406284399824,0.0,0.0,0.0,1028.8,45.4,295.03651039523896,156.2,7.3,132.00522938169507
