timestep,dqn_cumulative_active_nodes_mean,dqn_percent_activated_mean,dqn_reward_mean,graph_cumulative_active_nodes_mean,graph_percent_activated_mean,graph_reward_mean,hillclimb_cumulative_active_nodes_mean,hillclimb_percent_activated_mean,hillclimb_reward_mean,none_cumulative_active_nodes_mean,none_percent_activated_mean,none_reward_mean,whittle_cumulative_active_nodes_mean,whittle_percent_activated_mean,whittle_reward_mean
1,97.96,48.49504950495049,145.49890003866764,99.64,49.326732673267315,148.39005504089934,97.58,48.3069306930693,146.35465106955968,85.44,42.29702970297031,127.72888477368568,96.98,48.00990099009901,144.104325250134
2,229.66,65.19801980198018,195.06049576300848,232.86,65.95049504950494,198.2732879351834,228.02,64.57425742574259,194.93030063131218,198.2,55.82178217821783,167.61929014606642,229.62,65.66336633663366,197.14659946144985
3,378.32,73.59405940594061,220.3919655134361,381.06,73.36633663366338,220.37384253110932,374.48,72.5049504950495,218.71725895622438,322.38,61.475247524752476,184.2250887839763,376.5,72.7128712871287,217.61387709669896
4,534.14,77.13861386138613,230.7971171267767,537.56,77.47524752475249,232.30252527100282,528.72,76.35643564356434,229.8154351996392,453.1,64.7128712871287,193.78376284607063,531.32,76.64356435643566,229.39129770229673
5,692.6,78.44554455445545,234.40750830230544,698.84,79.84158415841586,239.1697382152536,686.98,78.34653465346535,236.01183949211372,588.94,67.24752475247524,200.8476208436589,690.48,78.79207920792076,235.44404280198364
6,854.62,80.20792079207921,239.76810009570238,860.66,80.10891089108911,239.4248459237979,848.08,79.75247524752476,239.86164807740988,726.9,68.29702970297029,203.64790811014737,851.56,79.74257425742577,238.4519178214292
7,1017.54,80.65346534653465,241.00517079554552,1023.86,80.79207920792078,241.5954115934782,1010.32,80.31683168316832,240.83026183467385,865.36,68.54455445544556,204.56382470120428,1011.9,79.37623762376238,237.019924367822
8,1180.0,80.42574257425747,240.2442099880664,1189.16,81.83168316831684,244.57264156924958,1172.24,80.15841584158412,240.39823959915472,1004.5,68.88118811881189,205.9315193867131,1173.34,79.92079207920791,239.07405093532932
9,1342.16,80.27722772277228,240.08624771243012,1354.18,81.69306930693072,244.2314351150154,1333.58,79.87128712871288,239.75097221720483,1141.7,67.92079207920796,203.12670417463374,1335.24,80.14851485148513,239.60281516106227
10,1503.68,79.96039603960396,238.85802504819628,1520.92,82.54455445544556,246.91795952972737,1495.18,80.00000000000001,240.39587687604813,1281.08,69.0,205.68833387213445,1496.92,80.03960396039602,239.66579543844452
11,1665.36,80.03960396039604,239.2917036683586,1686.72,82.07920792079209,245.45048794797327,1657.58,80.39603960396043,241.49708710548552,1420.72,69.12871287128714,206.67896583445233,1661.24,81.34653465346531,243.18077215337615
12,1826.66,79.85148514851484,238.6030607311437,1852.5,82.06930693069307,245.2261793182982,1820.96,80.88118811881189,242.92492482938948,1560.88,69.38613861386138,207.64790942185365,1824.66,80.9009900990099,241.76736794706878
13,1988.22,79.98019801980199,238.9129787929909,2017.48,81.67326732673267,244.49008655716833,1983.58,80.5049504950495,241.65761938734647,1702.2,69.96039603960398,209.1896103962448,1987.68,80.70297029702971,241.37257762858016
14,2149.78,79.980198019802,238.7699757437293,2182.6,81.74257425742576,244.25810376244743,2146.16,80.48514851485152,241.59097477504383,1843.62,70.009900990099,209.25573467839087,2151.22,80.96039603960396,241.84242268786056
15,2313.24,80.9207920792079,241.72873284625103,2347.16,81.46534653465349,243.8885234423998,2306.26,79.25742574257427,237.60928447469524,1983.38,69.18811881188118,207.3219344434514,2314.82,80.99009900990099,242.23607049744004
16,2477.38,81.2574257425743,243.1174867042859,2510.22,80.72277227722772,241.463902236606,2468.2,80.16831683168314,240.57274701117592,2123.22,69.22772277227723,207.50468417279222,2478.74,81.14851485148515,242.60212738043475
17,2640.24,80.62376237623762,240.88838398373784,2674.72,81.43564356435644,243.77379407780165,2630.38,80.2871287128713,240.9802401745583,2264.34,69.86138613861384,209.25324115043273,2641.52,80.58415841584159,241.00653222371733
18,2803.02,80.5841584158416,240.39887773324443,2839.66,81.65346534653466,244.23898811586488,2791.1,79.56435643564356,238.8826347699964,2406.2,70.22772277227723,210.0869982184994,2803.32,80.09900990099011,239.4954979672983
19,2965.7,80.53465346534655,240.09169722571482,3003.52,81.11881188118812,242.52414283434507,2953.16,80.22772277227719,240.81767036393808,2548.18,70.2871287128713,210.42470753740795,2966.02,80.5445544554455,240.5732909840159
20,3129.2,80.94059405940595,241.96872971303898,3166.92,80.89108910891088,242.11264235484774,3115.72,80.47524752475248,241.43666865664952,2690.02,70.21782178217822,209.97895916911847,3129.66,81.00990099009903,241.8107406940892
21,3291.56,80.37623762376238,240.04543690155862,3331.5,81.47524752475249,243.92649565932228,3277.32,80.0,240.1697545230774,2830.62,69.60396039603962,207.85652711484775,3293.34,81.02970297029702,242.61857606543225
22,3454.32,80.57425742574257,240.9210252570438,3496.2,81.53465346534654,244.17533726171513,3439.44,80.25742574257427,241.03584749453023,2972.54,70.25742574257426,210.01638921199853,3456.18,80.61386138613861,241.06226941027936
23,3615.18,79.63366336633663,238.13187300361326,3660.58,81.37623762376235,243.50180571285375,3602.74,80.84158415841583,242.16478213749727,3114.0,70.02970297029702,209.53428872544995,3619.16,80.68316831683168,241.1730317194879
24,3778.0,80.60396039603958,240.7087100428515,3825.28,81.53465346534652,243.9158326302348,3764.56,80.10891089108911,239.87885179921665,3255.92,70.25742574257426,209.92551377380306,3781.9,80.56435643564359,241.16740705172302
25,3940.26,80.32673267326733,240.19590149516614,3990.2,81.64356435643563,243.87017394258453,3927.62,80.72277227722772,242.06698736833093,3397.52,70.0990099009901,209.27279527048645,3944.22,80.35643564356437,240.0991225957654
26,4103.16,80.64356435643566,241.00363856805237,4156.28,82.21782178217823,245.74261714012846,4090.38,80.57425742574259,241.44698100113186,3539.8,70.43564356435644,210.91955118671743,4107.32,80.74257425742574,241.50492291039717
27,4265.32,80.27722772277228,239.73450114834048,4321.32,81.70297029702971,244.5532521039214,4253.68,80.84158415841584,242.27476207087926,3681.52,70.15841584158416,210.11491026219548,4269.74,80.40594059405942,240.52697411991397
28,4428.16,80.61386138613865,240.6403062337653,4485.7,81.37623762376238,243.52478948657642,4415.32,80.01980198019804,239.9783956235582,3821.84,69.46534653465348,207.96638007081904,4433.12,80.88118811881189,242.10076932660056
29,4591.46,80.84158415841584,241.778452645398,4649.8,81.23762376237624,243.2813738036691,4577.24,80.15841584158414,240.89639463450402,3961.48,69.12871287128715,206.7885614662192,4595.46,80.36633663366338,240.53691703340505
30,4754.62,80.77227722772275,241.12721895453618,4814.4,81.48514851485149,243.52455530020612,4738.16,79.66336633663367,239.09586337531383,4102.62,69.87128712871288,208.82998358427815,4757.6,80.26732673267325,239.9049602677134
